Date,Open,High,Low,Close,Adj Close,Volume
1999-12-31,6876.100098000001,6876.100098000001,6876.100098000001,6876.100098000001,6876.100098000001,0
2000-01-03,6762.109863,6762.109863,6762.109863,6762.109863,6762.109863,0
2000-01-04,6543.759765999999,6543.759765999999,6543.759765999999,6543.759765999999,6543.759765999999,0
2000-01-05,6567.029785,6567.029785,6567.029785,6567.029785,6567.029785,0
2000-01-06,6635.439941,6635.439941,6635.439941,6635.439941,6635.439941,0
2000-01-07,6792.669922,6792.669922,6792.669922,6792.669922,6792.669922,0
2000-01-10,6838.450195,6838.450195,6838.450195,6838.450195,6838.450195,0
2000-01-11,6774.47998,6774.47998,6774.47998,6774.47998,6774.47998,0
2000-01-12,6766.549805,6766.549805,6766.549805,6766.549805,6766.549805,0
2000-01-13,6836.759765999999,6836.759765999999,6836.759765999999,6836.759765999999,6836.759765999999,0
2000-01-14,6870.490234000001,6870.490234000001,6870.490234000001,6870.490234000001,6870.490234000001,0
2000-01-18,6808.640137,6808.640137,6808.640137,6808.640137,6808.640137,0
2000-01-19,6823.970215,6823.970215,6823.970215,6823.970215,6823.970215,0
2000-01-20,6772.580078,6772.580078,6772.580078,6772.580078,6772.580078,0
2000-01-21,6762.75,6762.75,6762.75,6762.75,6762.75,0
2000-01-24,6611.120117,6611.120117,6611.120117,6611.120117,6611.120117,0
2000-01-25,6606.779785,6606.779785,6606.779785,6606.779785,6606.779785,0
2000-01-26,6644.850098,6644.850098,6644.850098,6644.850098,6644.850098,0
2000-01-27,6627.189941,6627.189941,6627.189941,6627.189941,6627.189941,0
2000-01-28,6469.109863000001,6469.109863000001,6469.109863000001,6469.109863000001,6469.109863000001,0
2000-01-31,6574.009765999999,6574.009765999999,6574.009765999999,6574.009765999999,6574.009765999999,0
2000-02-01,6606.890136999999,6606.890136999999,6606.890136999999,6606.890136999999,6606.890136999999,0
2000-02-02,6618.419922,6618.419922,6618.419922,6618.419922,6618.419922,0
2000-02-03,6657.540039,6657.540039,6657.540039,6657.540039,6657.540039,0
2000-02-04,6628.669922,6628.669922,6628.669922,6628.669922,6628.669922,0
2000-02-07,6596.319824,6596.319824,6596.319824,6596.319824,6596.319824,0
2000-02-08,6651.299805,6651.299805,6651.299805,6651.299805,6651.299805,0
2000-02-09,6523.779785,6523.779785,6523.779785,6523.779785,6523.779785,0
2000-02-10,6496.819824,6496.819824,6496.819824,6496.819824,6496.819824,0
2000-02-11,6391.399902,6391.399902,6391.399902,6391.399902,6391.399902,0
2000-02-14,6398.060059,6398.060059,6398.060059,6398.060059,6398.060059,0
2000-02-15,6459.279785,6459.279785,6459.279785,6459.279785,6459.279785,0
2000-02-16,6396.790039,6396.790039,6396.790039,6396.790039,6396.790039,0
2000-02-17,6357.560059,6357.560059,6357.560059,6357.560059,6357.560059,0
2000-02-18,6203.290039,6203.290039,6203.290039,6203.290039,6203.290039,0
2000-02-22,6239.77002,6239.77002,6239.77002,6239.77002,6239.77002,0
2000-02-23,6224.02002,6224.02002,6224.02002,6224.02002,6224.02002,0
2000-02-24,6170.509765999999,6170.509765999999,6170.509765999999,6170.509765999999,6170.509765999999,0
2000-02-25,6094.910156,6094.910156,6094.910156,6094.910156,6094.910156,0
2000-02-28,6177.169922,6177.169922,6177.169922,6177.169922,6177.169922,0
2000-02-29,6266.419922,6266.419922,6266.419922,6266.419922,6266.419922,0
2000-03-01,6338.740234000001,6338.740234000001,6338.740234000001,6338.740234000001,6338.740234000001,0
2000-03-02,6360.100098,6360.100098,6360.100098,6360.100098,6360.100098,0
2000-03-03,6454.950195,6454.950195,6454.950195,6454.950195,6454.950195,0
2000-03-06,6386.740234000001,6386.740234000001,6386.740234000001,6386.740234000001,6386.740234000001,0
2000-03-07,6223.379883,6223.379883,6223.379883,6223.379883,6223.379883,0
2000-03-08,6251.509765999999,6251.509765999999,6251.509765999999,6251.509765999999,6251.509765999999,0
2000-03-09,6375.959961,6375.959961,6375.959961,6375.959961,6375.959961,0
2000-03-10,6337.259765999999,6337.259765999999,6337.259765999999,6337.259765999999,6337.259765999999,0
2000-03-13,6287.25,6287.25,6287.25,6287.25,6287.25,0
2000-03-14,6221.899902,6221.899902,6221.899902,6221.899902,6221.899902,0
2000-03-15,6397.319824,6397.319824,6397.319824,6397.319824,6397.319824,0
2000-03-16,6708.399902,6708.399902,6708.399902,6708.399902,6708.399902,0
2000-03-17,6692.959961,6692.959961,6692.959961,6692.959961,6692.959961,0
2000-03-20,6673.5,6673.5,6673.5,6673.5,6673.5,0
2000-03-21,6796.689941,6796.689941,6796.689941,6796.689941,6796.689941,0
2000-03-22,6801.450195,6801.450195,6801.450195,6801.450195,6801.450195,0
2000-03-23,6897.350098000001,6897.350098000001,6897.350098000001,6897.350098000001,6897.350098000001,0
2000-03-24,6899.359863,6899.359863,6899.359863,6899.359863,6899.359863,0
2000-03-27,6863.830078,6863.830078,6863.830078,6863.830078,6863.830078,0
2000-03-28,6824.919922,6824.919922,6824.919922,6824.919922,6824.919922,0
2000-03-29,6866.160156,6866.160156,6866.160156,6866.160156,6866.160156,0
2000-03-30,6827.140137,6827.140137,6827.140137,6827.140137,6827.140137,0
2000-03-31,6848.609863,6848.609863,6848.609863,6848.609863,6848.609863,0
2000-04-03,6975.069823999999,6975.069823999999,6975.069823999999,6975.069823999999,6975.069823999999,0
2000-04-04,6897.240234000001,6897.240234000001,6897.240234000001,6897.240234000001,6897.240234000001,0
2000-04-05,6878.529785,6878.529785,6878.529785,6878.529785,6878.529785,0
2000-04-06,6965.870117,6965.870117,6965.870117,6965.870117,6965.870117,0
2000-04-07,6972.640137,6972.640137,6972.640137,6972.640137,6972.640137,0
2000-04-10,6975.600098000001,6975.600098000001,6975.600098000001,6975.600098000001,6975.600098000001,0
2000-04-11,6991.350098000001,6991.350098000001,6991.350098000001,6991.350098000001,6991.350098000001,0
2000-04-12,6917.859863,6917.859863,6917.859863,6917.859863,6917.859863,0
2000-04-13,6815.930176000001,6815.930176000001,6815.930176000001,6815.930176000001,6815.930176000001,0
2000-04-14,6465.72998,6465.72998,6465.72998,6465.72998,6465.72998,0
2000-04-17,6557.930176,6557.930176,6557.930176,6557.930176,6557.930176,0
2000-04-18,6712.310059,6712.310059,6712.310059,6712.310059,6712.310059,0
2000-04-19,6696.029785,6696.029785,6696.029785,6696.029785,6696.029785,0
2000-04-20,6760.950195,6760.950195,6760.950195,6760.950195,6760.950195,0
2000-04-24,6790.240234000001,6790.240234000001,6790.240234000001,6790.240234000001,6790.240234000001,0
2000-04-25,6965.660156,6965.660156,6965.660156,6965.660156,6965.660156,0
2000-04-26,6918.5,6918.5,6918.5,6918.5,6918.5,0
2000-04-27,6877.680176000001,6877.680176000001,6877.680176000001,6877.680176000001,6877.680176000001,0
2000-04-28,6811.169922,6811.169922,6811.169922,6811.169922,6811.169922,0
2000-05-01,6878.950195,6878.950195,6878.950195,6878.950195,6878.950195,0
2000-05-02,6827.990234000001,6827.990234000001,6827.990234000001,6827.990234000001,6827.990234000001,0
2000-05-03,6681.649902,6681.649902,6681.649902,6681.649902,6681.649902,0
2000-05-04,6676.990234000001,6676.990234000001,6676.990234000001,6676.990234000001,6676.990234000001,0
2000-05-05,6749.529785,6749.529785,6749.529785,6749.529785,6749.529785,0
2000-05-08,6770.359863,6770.359863,6770.359863,6770.359863,6770.359863,0
2000-05-09,6727.959961,6727.959961,6727.959961,6727.959961,6727.959961,0
2000-05-10,6644.109863000001,6644.109863000001,6644.109863000001,6644.109863000001,6644.109863000001,0
2000-05-11,6734.299805,6734.299805,6734.299805,6734.299805,6734.299805,0
2000-05-12,6797.430176000001,6797.430176000001,6797.430176000001,6797.430176000001,6797.430176000001,0
2000-05-15,6934.040039,6934.040039,6934.040039,6934.040039,6934.040039,0
2000-05-16,6966.290039,6966.290039,6966.290039,6966.290039,6966.290039,0
2000-05-17,6883.290039,6883.290039,6883.290039,6883.290039,6883.290039,0
2000-05-18,6868.589844,6868.589844,6868.589844,6868.589844,6868.589844,0
2000-05-19,6762.430176000001,6762.430176000001,6762.430176000001,6762.430176000001,6762.430176000001,0
2000-05-22,6713.470215,6713.470215,6713.470215,6713.470215,6713.470215,0
2000-05-23,6664.410156,6664.410156,6664.410156,6664.410156,6664.410156,0
2000-05-24,6716.220215,6716.220215,6716.220215,6716.220215,6716.220215,0
2000-05-25,6659.339844,6659.339844,6659.339844,6659.339844,6659.339844,0
2000-05-26,6649.709961,6649.709961,6649.709961,6649.709961,6649.709961,0
2000-05-30,6781.779785,6781.779785,6781.779785,6781.779785,6781.779785,0
2000-05-31,6805.25,6805.25,6805.25,6805.25,6805.25,0
2000-06-01,6888.359863,6888.359863,6888.359863,6888.359863,6888.359863,0
2000-06-02,6975.379883,6975.379883,6975.379883,6975.379883,6975.379883,0
2000-06-05,6927.490234000001,6927.490234000001,6927.490234000001,6927.490234000001,6927.490234000001,0
2000-06-06,6904.649901999999,6904.649901999999,6904.649901999999,6904.649901999999,6904.649901999999,0
2000-06-07,6935.100098000001,6935.100098000001,6935.100098000001,6935.100098000001,6935.100098000001,0
2000-06-08,6893.439941,6893.439941,6893.439941,6893.439941,6893.439941,0
2000-06-09,6856.430176000001,6856.430176000001,6856.430176000001,6856.430176000001,6856.430176000001,0
2000-06-12,6838.879883,6838.879883,6838.879883,6838.879883,6838.879883,0
2000-06-13,6911.310059,6911.310059,6911.310059,6911.310059,6911.310059,0
2000-06-14,6944.089844,6944.089844,6944.089844,6944.089844,6944.089844,0
2000-06-15,6951.589844,6951.589844,6951.589844,6951.589844,6951.589844,0
2000-06-16,6869.540039,6869.540039,6869.540039,6869.540039,6869.540039,0
2000-06-19,6918.919922,6918.919922,6918.919922,6918.919922,6918.919922,0
2000-06-20,6865.100098000001,6865.100098000001,6865.100098000001,6865.100098000001,6865.100098000001,0
2000-06-21,6862.140137,6862.140137,6862.140137,6862.140137,6862.140137,0
2000-06-22,6783.470215,6783.470215,6783.470215,6783.470215,6783.470215,0
2000-06-23,6766.759765999999,6766.759765999999,6766.759765999999,6766.759765999999,6766.759765999999,0
2000-06-26,6808.850098000001,6808.850098000001,6808.850098000001,6808.850098000001,6808.850098000001,0
2000-06-27,6806.419922,6806.419922,6806.419922,6806.419922,6806.419922,0
2000-06-28,6811.700195,6811.700195,6811.700195,6811.700195,6811.700195,0
2000-06-29,6796.27002,6796.27002,6796.27002,6796.27002,6796.27002,0
2000-06-30,6798.169922,6798.169922,6798.169922,6798.169922,6798.169922,0
2000-07-03,6874.930176000001,6874.930176000001,6874.930176000001,6874.930176000001,6874.930176000001,0
2000-07-05,6819.0,6819.0,6819.0,6819.0,6819.0,0
2000-07-06,6827.990234000001,6827.990234000001,6827.990234000001,6827.990234000001,6827.990234000001,0
2000-07-07,6919.029785,6919.029785,6919.029785,6919.029785,6919.029785,0
2000-07-10,6939.430176000001,6939.430176000001,6939.430176000001,6939.430176000001,6939.430176000001,0
2000-07-11,6977.600098000001,6977.600098000001,6977.600098000001,6977.600098000001,6977.600098000001,0
2000-07-12,6990.609863,6990.609863,6990.609863,6990.609863,6990.609863,0
2000-07-13,6975.600098000001,6975.600098000001,6975.600098000001,6975.600098000001,6975.600098000001,0
2000-07-14,7018.839844,7018.839844,7018.839844,7018.839844,7018.839844,0
2000-07-17,7012.5,7012.5,7012.5,7012.5,7012.5,0
2000-07-18,6959.740234000001,6959.740234000001,6959.740234000001,6959.740234000001,6959.740234000001,0
2000-07-19,6946.410156,6946.410156,6946.410156,6946.410156,6946.410156,0
2000-07-20,6980.669922,6980.669922,6980.669922,6980.669922,6980.669922,0
2000-07-21,6929.810059,6929.810059,6929.810059,6929.810059,6929.810059,0
2000-07-24,6883.5,6883.5,6883.5,6883.5,6883.5,0
2000-07-25,6899.990234000001,6899.990234000001,6899.990234000001,6899.990234000001,6899.990234000001,0
2000-07-26,6818.049805,6818.049805,6818.049805,6818.049805,6818.049805,0
2000-07-27,6843.319823999999,6843.319823999999,6843.319823999999,6843.319823999999,6843.319823999999,0
2000-07-28,6758.310059,6758.310059,6758.310059,6758.310059,6758.310059,0
2000-07-31,6773.850098000001,6773.850098000001,6773.850098000001,6773.850098000001,6773.850098000001,0
2000-08-01,6851.350098000001,6851.350098000001,6851.350098000001,6851.350098000001,6851.350098000001,0
2000-08-02,6876.200195,6876.200195,6876.200195,6876.200195,6876.200195,0
2000-08-03,6891.009765999999,6891.009765999999,6891.009765999999,6891.009765999999,6891.009765999999,0
2000-08-04,6955.290039,6955.290039,6955.290039,6955.290039,6955.290039,0
2000-08-07,7015.879883,7015.879883,7015.879883,7015.879883,7015.879883,0
2000-08-08,7038.930176000001,7038.930176000001,7038.930176000001,7038.930176000001,7038.930176000001,0
2000-08-09,6984.689941,6984.689941,6984.689941,6984.689941,6984.689941,0
2000-08-10,6970.72998,6970.72998,6970.72998,6970.72998,6970.72998,0
2000-08-11,7028.779785,7028.779785,7028.779785,7028.779785,7028.779785,0
2000-08-14,7106.080078,7106.080078,7106.080078,7106.080078,7106.080078,0
2000-08-15,7063.359863,7063.359863,7063.359863,7063.359863,7063.359863,0
2000-08-16,7044.75,7044.75,7044.75,7044.75,7044.75,0
2000-08-17,7096.97998,7096.97998,7096.97998,7096.97998,7096.97998,0
2000-08-18,7073.299805,7073.299805,7073.299805,7073.299805,7073.299805,0
2000-08-21,7096.669922,7096.669922,7096.669922,7096.669922,7096.669922,0
2000-08-22,7101.529785,7101.529785,7101.529785,7101.529785,7101.529785,0
2000-08-23,7107.870117,7107.870117,7107.870117,7107.870117,7107.870117,0
2000-08-24,7104.910156,7104.910156,7104.910156,7104.910156,7104.910156,0
2000-08-25,7111.149901999999,7111.149901999999,7111.149901999999,7111.149901999999,7111.149901999999,0
2000-08-28,7140.02002,7140.02002,7140.02002,7140.02002,7140.02002,0
2000-08-29,7120.77002,7120.77002,7120.77002,7120.77002,7120.77002,0
2000-08-30,7089.259765999999,7089.259765999999,7089.259765999999,7089.259765999999,7089.259765999999,0
2000-08-31,7132.299805,7132.299805,7132.299805,7132.299805,7132.299805,0
2000-09-01,7164.549805,7164.549805,7164.549805,7164.549805,7164.549805,0
2000-09-05,7149.959961,7149.959961,7149.959961,7149.959961,7149.959961,0
2000-09-06,7131.560059,7131.560059,7131.560059,7131.560059,7131.560059,0
2000-09-07,7142.450195,7142.450195,7142.450195,7142.450195,7142.450195,0
2000-09-08,7144.990234000001,7144.990234000001,7144.990234000001,7144.990234000001,7144.990234000001,0
2000-09-11,7160.950195,7160.950195,7160.950195,7160.950195,7160.950195,0
2000-09-12,7146.149901999999,7146.149901999999,7146.149901999999,7146.149901999999,7146.149901999999,0
2000-09-13,7139.589844,7139.589844,7139.589844,7139.589844,7139.589844,0
2000-09-14,7131.140137,7131.140137,7131.140137,7131.140137,7131.140137,0
2000-09-15,7078.27002,7078.27002,7078.27002,7078.27002,7078.27002,0
2000-09-18,6976.339844,6976.339844,6976.339844,6976.339844,6976.339844,0
2000-09-19,6990.399901999999,6990.399901999999,6990.399901999999,6990.399901999999,6990.399901999999,0
2000-09-20,6913.529785,6913.529785,6913.529785,6913.529785,6913.529785,0
2000-09-21,6917.649901999999,6917.649901999999,6917.649901999999,6917.649901999999,6917.649901999999,0
2000-09-22,6971.680176000001,6971.680176000001,6971.680176000001,6971.680176000001,6971.680176000001,0
2000-09-25,6973.160156,6973.160156,6973.160156,6973.160156,6973.160156,0
2000-09-26,6924.0,6924.0,6924.0,6924.0,6924.0,0
2000-09-27,6936.899901999999,6936.899901999999,6936.899901999999,6936.899901999999,6936.899901999999,0
2000-09-28,7060.609863,7060.609863,7060.609863,7060.609863,7060.609863,0
2000-09-29,7010.810059,7010.810059,7010.810059,7010.810059,7010.810059,0
2000-10-02,7046.02002,7046.02002,7046.02002,7046.02002,7046.02002,0
2000-10-03,7027.509765999999,7027.509765999999,7027.509765999999,7027.509765999999,7027.509765999999,0
2000-10-04,7033.009765999999,7033.009765999999,7033.009765999999,7033.009765999999,7033.009765999999,0
2000-10-05,7061.879883,7061.879883,7061.879883,7061.879883,7061.879883,0
2000-10-06,6937.640137,6937.640137,6937.640137,6937.640137,6937.640137,0
2000-10-09,6910.459961,6910.459961,6910.459961,6910.459961,6910.459961,0
2000-10-10,6876.72998,6876.72998,6876.72998,6876.72998,6876.72998,0
2000-10-11,6771.629883,6771.629883,6771.629883,6771.629883,6771.629883,0
2000-10-12,6599.279785,6599.279785,6599.279785,6599.279785,6599.279785,0
2000-10-13,6741.919922,6741.919922,6741.919922,6741.919922,6741.919922,0
2000-10-16,6784.850098000001,6784.850098000001,6784.850098000001,6784.850098000001,6784.850098000001,0
2000-10-17,6655.740234000001,6655.740234000001,6655.740234000001,6655.740234000001,6655.740234000001,0
2000-10-18,6609.740234000001,6609.740234000001,6609.740234000001,6609.740234000001,6609.740234000001,0
2000-10-19,6753.02002,6753.02002,6753.02002,6753.02002,6753.02002,0
2000-10-20,6790.129883,6790.129883,6790.129883,6790.129883,6790.129883,0
2000-10-23,6791.399901999999,6791.399901999999,6791.399901999999,6791.399901999999,6791.399901999999,0
2000-10-24,6836.339844,6836.339844,6836.339844,6836.339844,6836.339844,0
2000-10-25,6730.180176000001,6730.180176000001,6730.180176000001,6730.180176000001,6730.180176000001,0
2000-10-26,6698.25,6698.25,6698.25,6698.25,6698.25,0
2000-10-27,6777.870117,6777.870117,6777.870117,6777.870117,6777.870117,0
2000-10-30,6920.819823999999,6920.819823999999,6920.819823999999,6920.819823999999,6920.819823999999,0
2000-10-31,7042.319823999999,7042.319823999999,7042.319823999999,7042.319823999999,7042.319823999999,0
2000-11-01,7026.240234000001,7026.240234000001,7026.240234000001,7026.240234000001,7026.240234000001,0
2000-11-02,7012.819823999999,7012.819823999999,7012.819823999999,7012.819823999999,7012.819823999999,0
2000-11-03,6992.939941,6992.939941,6992.939941,6992.939941,6992.939941,0
2000-11-06,7035.649901999999,7035.649901999999,7035.649901999999,7035.649901999999,7035.649901999999,0
