Date,Adj Close,Volume
1999-12-31,,
2000-01-03,0.015196640733539086,0.9791737660227005
2000-01-04,-0.0555438477042222,0.0011721310932605773
2000-01-05,-0.006189600497524429,0.14805138109852894
2000-01-06,-0.03879009745539352,-0.0791337062920947
2000-01-07,0.04171849087127742,0.022905300565593874
2000-01-10,0.043025019179335704,0.03472931562819203
2000-01-11,-0.03172603779434654,0.0016255741232244296
2000-01-12,-0.018150082518534966,-0.0994771195543123
2000-01-13,0.02784139834161164,-0.03206632151517137
2000-01-14,0.027054429776312887,0.1216409270330474
2000-01-18,0.01637195330835818,-0.04309954546277684
2000-01-19,0.004957860494064432,0.042252543794906734
2000-01-20,0.00920671083950701,0.12049921014883096
2000-01-21,0.010953581340810484,0.039096850861556745
2000-01-24,-0.032894136852156954,0.03398174332529319
2000-01-25,0.01741422937093271,-0.12338553580855183
2000-01-26,-0.023395883858377844,-0.01527273561478066
2000-01-27,-0.007457131400012979,0.047443214909726264
2000-01-28,-0.03774915802037847,-0.10124773417256987
2000-01-31,0.013706989858151407,-0.06727420083273013
2000-02-01,0.028329940036713897,-0.0725575903902151
2000-02-02,0.005424503849597107,0.0927165579585765
2000-02-03,0.033633128531377836,0.12726784826033458
2000-02-04,0.007874688827183488,0.016907329025215842
2000-02-07,0.0182910743976691,-0.07188900625196266
2000-02-08,0.02446450864129972,0.21263087958463034
2000-02-09,-0.014513781140598356,-0.09922482979738025
2000-02-10,0.028050174282473122,0.021401337020370694
2000-02-11,-0.020104130379050997,-0.041354440639835906
2000-02-14,0.00525534563587503,-0.0792251192057932
2000-02-15,0.0005024759475355242,0.06751413311678171
2000-02-16,0.001556263268361601,0.04283381999262697
2000-02-17,0.027389252240838064,0.12698849129973683
2000-02-18,-0.030156540530985248,-0.05478381231204318
2000-02-22,-0.006713930428570284,-0.06643454259090502
2000-02-23,0.038385520366601936,0.06799677253722584
2000-02-24,0.014794492453520897,0.027076289095519866
2000-02-25,-0.005879592991283493,-0.06098094184820349
2000-02-28,-0.0027556697527502693,-0.01502602026841961
2000-02-29,0.025959749763741553,0.16171228038952878
2000-03-01,0.01860675030666248,0.06869841634591448
2000-03-02,-0.00618098182260417,0.046183816235116866
2000-03-03,0.03371120912321652,-0.00025736051060325303
2000-03-06,-0.002022454859948198,-0.0566104852260441
2000-03-07,-0.011623240845473807,0.06987070719098225
2000-03-08,0.010194215071103147,0.06372520402184258
2000-03-09,0.03054771528327407,-0.006593635063089999
2000-03-10,0.0003487820244236895,-0.00729515998026719
