date,CPI,Salary,M1A(期底）金額,M1B(期底),M2(期底),準備貨幣（通貨淨額）,重貼現率,基準放款利率,連鎖實質值_GDP合計_金額(新台幣百萬元),連鎖實質值_國內需求_金額(新台幣百萬元),連鎖實質值_民間消費_金額(新台幣百萬元),連鎖實質值_政府消費_金額(新台幣百萬元),連鎖實質值_資本形成_金額(新台幣百萬元),連鎖實質值_國外淨需求_金額(新台幣百萬元),連鎖實質值_商品與服務輸出_金額(新台幣百萬元),連鎖實質值_商品與服務輸入_金額(新台幣百萬元),道瓊工業指數(DJI),那斯達克指數(IXIC),標準普爾指數(GSPC),上證指數(SSEC),深圳成指(SZSC1),日經指數(N225), 摩台指 ,美元指數(DXM8), 費城半導體(SOX) , 黃金價格(Gold) ,WTI原油(WTIoil),十年期美債利率(TNXbond),台幣兌美元匯率(USD_TWD),台股成交量,外銷訂單指數(Index 2011=100),工業及服務業受僱員工淨進入率(%),核發建照面積(千平方公尺),半導體設備進口值(新台幣百萬元),工業生產指數(Index 2016=100),電力(企業)總用電量(十億度),製造業銷售量指數(Index 2016=100),批發、零售及餐飲業營業額(十億元),非農業部門就業人數(千人),海關出口值(十億元),機械及電機設備進口值(十億元),失業率(單位：％),台股加權指數,預測台股指數漲跌
2007/9/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,上升,持平,持平,持平,下降,持平,上升,上升,持平,持平,下降,持平,持平,持平,下降,持平,持平,持平,持平,上升,持平,下降,持平,持平,上升
2007/10/1,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,下降,下降,持平,下降,上升,持平,持平,上升,持平,上升,持平,上升,持平,下降,持平,上升,上升,持平,下降,上升,持平,持平,下降,下降,持平,下降,持平,持平,下降,持平,持平,下降,上升,下降
2007/11/1,持平,持平,持平,下降,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,下降,下降,下降,持平,下降,持平,下降,下降,上升,上升,下降,持平,持平,持平,上升,上升,持平,上升,持平,上升,上升,持平,持平,持平,下降,下降,下降
2007/12/1,持平,持平,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,持平,持平,持平,持平,持平,持平,持平,上升,持平,下降,持平,持平,持平,持平,上升,持平,持平,持平,下降,下降
2008/1/1,持平,上升,上升,持平,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,下降,下降,持平,持平,下降,持平,持平,下降,上升,持平,下降,持平,上升,持平,上升,持平,上升,持平,持平,持平,上升,上升,上升,上升,持平,下降,持平
2008/2/1,持平,持平,下降,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,下降,持平,持平,持平,持平,持平,上升,持平,持平,下降,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升
2008/3/1,持平,下降,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,下降,下降,下降,持平,上升,上升,下降,下降,上升,下降,下降,下降,下降,下降,下降,下降,下降,下降,下降,下降,上升,上升,上升
2008/4/1,持平,持平,持平,持平,上升,持平,持平,持平,下降,下降,下降,持平,持平,上升,下降,下降,上升,上升,上升,下降,持平,上升,持平,持平,上升,下降,上升,持平,下降,持平,上升,上升,上升,上升,上升,上升,上升,上升,上升,上升,上升,下降,上升,持平
2008/5/1,持平,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,上升,持平,上升,上升,持平,上升,下降,上升,上升,上升,持平,持平,持平,持平,下降,持平,上升,持平,持平,持平,下降,下降,持平,持平,下降
2008/6/1,上升,持平,持平,下降,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,下降,下降,持平,持平,上升,持平,持平,持平,上升,上升,下降,下降,持平,持平,持平,下降,持平,持平,持平,持平,上升,持平,下降,持平,下降,下降
2008/7/1,持平,持平,下降,持平,上升,持平,持平,持平,下降,下降,下降,持平,持平,下降,持平,持平,下降,下降,下降,下降,持平,下降,下降,持平,下降,上升,持平,持平,持平,持平,持平,上升,持平,上升,持平,上升,持平,持平,持平,持平,上升,上升,下降,持平
2008/8/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,下降,持平,持平,下降,上升,持平,下降,下降,持平,上升,持平,持平,上升,下降,持平,持平,下降,持平,持平,上升,持平,持平,上升,持平,下降
2008/9/1,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,下降,下降,下降,持平,下降,下降,上升,下降,持平,下降,下降,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,持平,上升,下降,下降
2008/10/1,持平,持平,持平,持平,上升,持平,下降,持平,下降,下降,下降,上升,下降,上升,下降,下降,下降,下降,下降,下降,持平,下降,下降,上升,下降,下降,下降,持平,上升,下降,持平,下降,持平,上升,下降,上升,持平,持平,下降,下降,持平,上升,下降,下降
2008/11/1,持平,持平,持平,持平,上升,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,下降,下降,持平,持平,下降,下降,上升,下降,下降,下降,下降,上升,持平,持平,下降,持平,下降,下降,下降,持平,持平,持平,持平,持平,上升,下降,持平
2008/12/1,下降,持平,上升,上升,上升,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,下降,持平,上升,下降,下降,持平,上升,下降,下降,持平,持平,下降,下降,下降,下降,下降,下降,持平,上升,持平,持平
2009/1/1,持平,上升,上升,上升,上升,上升,下降,下降,持平,下降,持平,持平,下降,上升,下降,下降,持平,持平,持平,持平,持平,持平,持平,上升,持平,上升,持平,持平,上升,下降,下降,下降,持平,下降,下降,持平,持平,持平,下降,下降,下降,上升,持平,持平
2009/2/1,持平,下降,下降,持平,上升,下降,下降,下降,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,下降,上升,持平,下降,持平,上升,持平,上升,下降,上升,上升,上升,下降,下降,持平,持平,下降,下降,下降,持平,下降,下降,下降,上升,持平,上升
2009/3/1,持平,持平,上升,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,下降,下降,持平,持平,持平,下降,持平,持平,持平,上升,持平,持平,上升,上升,下降,下降,下降,上升,上升,上升,下降,下降,持平,上升,上升,上升,上升
2009/4/1,持平,持平,持平,上升,上升,持平,持平,下降,持平,上升,持平,持平,上升,持平,上升,上升,上升,上升,上升,上升,持平,上升,上升,下降,上升,下降,持平,持平,下降,上升,上升,下降,上升,上升,上升,持平,上升,上升,持平,上升,上升,持平,上升,上升
2009/5/1,持平,持平,持平,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,上升,上升,持平,上升,上升,下降,持平,上升,上升,上升,下降,持平,持平,持平,上升,下降,上升,持平,持平,持平,持平,下降,持平,持平,上升,持平
2009/6/1,持平,持平,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,上升,持平,上升,上升,下降,持平,持平,上升,上升,持平,持平,持平,持平,下降,上升,上升,持平,持平,持平,持平,上升,持平,持平,持平,上升
2009/7/1,持平,持平,持平,上升,上升,持平,持平,持平,上升,上升,持平,上升,持平,持平,上升,上升,持平,持平,持平,上升,持平,持平,上升,持平,持平,持平,下降,持平,持平,持平,上升,上升,上升,上升,上升,上升,上升,上升,持平,持平,上升,上升,上升,持平
2009/8/1,持平,持平,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,上升,持平,持平,上升,上升,下降,上升,持平,上升,持平,持平,下降,持平,上升,上升,持平,上升,持平,持平,上升,持平,持平,持平,上升,持平,上升
2009/9/1,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,下降,持平,持平,持平,下降,上升,上升,持平,持平,下降,上升,持平,上升,持平,持平,持平,下降,持平,持平,上升,上升,持平,持平,上升,持平
2009/10/1,持平,持平,上升,上升,上升,持平,持平,持平,上升,上升,上升,上升,上升,持平,上升,上升,持平,持平,持平,持平,持平,持平,持平,下降,持平,上升,上升,持平,下降,持平,上升,上升,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平
2009/11/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,上升,持平,下降,上升,持平,持平,上升,持平,持平,持平,持平,持平,上升,上升,上升,持平,下降,持平,持平,上升,持平,持平,持平,持平,持平
2009/12/1,持平,持平,上升,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,上升,上升,持平,持平,上升,持平,上升,持平,上升,持平,持平,持平,下降,持平,持平,上升,持平,上升,下降,持平,持平
2010/1/1,持平,上升,持平,持平,上升,持平,持平,持平,上升,上升,持平,持平,上升,持平,上升,上升,持平,持平,持平,持平,持平,上升,持平,上升,持平,持平,持平,持平,下降,持平,持平,上升,上升,持平,上升,上升,上升,持平,持平,持平,持平,下降,持平,下降
2010/2/1,持平,上升,持平,持平,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,下降,下降,上升,持平,持平,持平,持平,持平,下降,持平,上升,下降,持平,持平,下降,持平,下降,持平,上升,持平,持平,下降,上升
2010/3/1,持平,下降,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,上升,持平,持平,上升,上升,持平,上升,持平,上升,持平,下降,上升,下降,下降,持平,持平,下降,下降,下降,下降,下降,下降,下降,持平,上升,持平
2010/4/1,持平,持平,持平,持平,上升,持平,持平,持平,上升,上升,上升,持平,持平,持平,上升,持平,上升,上升,上升,持平,持平,上升,上升,持平,上升,上升,持平,持平,下降,持平,上升,上升,上升,上升,上升,上升,上升,上升,持平,上升,上升,持平,持平,下降
2010/5/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,下降,下降,下降,持平,下降,下降,上升,下降,上升,下降,下降,上升,持平,持平,上升,持平,下降,持平,下降,持平,持平,上升,下降,下降,下降,下降,持平
2010/6/1,持平,持平,上升,持平,上升,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,下降,下降,下降,持平,持平,下降,上升,持平,上升,持平,下降,上升,持平,持平,上升,持平,持平,持平,持平,持平,持平,上升,上升,持平,下降,持平,持平
2010/7/1,持平,持平,持平,持平,上升,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,下降,持平,下降,持平,上升,持平,上升,持平,持平,持平,上升,持平,持平,上升,下降,持平,持平,持平,持平
2010/8/1,持平,持平,上升,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,下降,下降,持平,持平,下降,下降,持平,持平,上升,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平
2010/9/1,持平,持平,下降,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,持平,上升,下降,持平,上升,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,上升,持平,持平,持平
2010/10/1,持平,持平,持平,持平,上升,持平,上升,持平,上升,持平,上升,持平,持平,持平,持平,持平,上升,上升,上升,上升,持平,持平,持平,下降,上升,上升,上升,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,持平,下降,持平,持平
2010/11/1,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,上升,上升,持平,持平,上升,下降,持平,持平,上升,持平,下降,持平,下降,持平,持平,上升,持平,持平,下降,持平,上升
2010/12/1,持平,持平,上升,上升,上升,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,下降,持平,上升,持平,上升,上升,持平,上升,上升,下降,上升,持平,上升,持平,持平,持平,持平,持平,持平,上升,持平,持平,下降,上升,持平
2011/1/1,持平,上升,上升,上升,上升,上升,持平,持平,上升,持平,上升,上升,持平,持平,持平,持平,上升,持平,上升,持平,持平,持平,持平,下降,上升,下降,持平,持平,下降,持平,持平,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平
2011/2/1,上升,下降,下降,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,下降,上升,持平,持平,上升,持平,下降,下降,持平,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平
2011/3/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,下降,持平,上升,上升,持平,持平,上升,下降,持平,下降,持平,下降,下降,下降,下降,下降,下降,下降,持平,持平,持平
2011/4/1,持平,持平,持平,持平,上升,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,下降,持平,上升,上升,持平,下降,持平,上升,上升,上升,上升,上升,上升,上升,上升,上升,上升,上升,下降,持平,持平
2011/5/1,持平,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,下降,下降,下降,持平,持平,持平,持平,下降,持平,下降,下降,持平,持平,持平,下降,下降,持平,持平
2011/6/1,持平,持平,上升,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,下降,下降,持平,持平,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,上升,持平,上升,持平,上升,持平,持平,上升,持平,上升,持平,持平,持平
2011/7/1,持平,持平,持平,持平,上升,持平,上升,持平,持平,持平,持平,上升,下降,持平,持平,下降,上升,上升,持平,持平,持平,上升,持平,持平,持平,上升,持平,持平,持平,持平,持平,上升,上升,下降,持平,持平,持平,持平,上升,下降,下降,上升,持平,下降
2011/8/1,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,下降,下降,下降,持平,下降,下降,持平,下降,上升,下降,下降,持平,上升,持平,上升,下降,下降,持平,持平,持平,持平,上升,上升,持平,持平,下降,下降
2011/9/1,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,下降,持平,上升,持平,持平,持平,下降,上升,下降,持平,持平,持平,下降,持平,上升,持平,持平,上升,下降,持平,持平,下降,持平
2011/10/1,持平,持平,持平,持平,上升,持平,持平,持平,下降,下降,持平,持平,下降,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,上升,上升,持平,持平,持平,持平,持平,下降,下降,持平,持平,下降,持平,持平,下降,持平,持平
2011/11/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,下降
2011/12/1,持平,持平,上升,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,持平,持平,上升,持平,下降,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,下降,上升,下降,持平,持平,下降,持平
2012/1/1,持平,上升,持平,上升,上升,上升,持平,持平,上升,上升,上升,上升,上升,持平,持平,持平,上升,上升,上升,持平,持平,持平,持平,持平,上升,持平,持平,持平,下降,持平,持平,持平,上升,上升,持平,下降,持平,持平,持平,持平,持平,下降,持平,上升
2012/2/1,持平,下降,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,上升,持平,上升,持平,下降,上升,上升,持平,持平,下降,上升,下降,持平,下降,下降,下降,持平,下降,下降,持平,下降,持平,持平,上升,持平
2012/3/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,上升,上升,持平,持平,下降,持平,上升,持平,持平,上升,持平,下降,持平,上升,下降,上升,持平,持平,上升,持平,上升,持平,下降
2012/4/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,下降,上升,持平,上升,上升,上升,上升,上升,上升,持平,上升,上升,下降,下降,持平
2012/5/1,持平,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,下降,持平,持平,下降,持平,上升,下降,下降,下降,下降,持平,持平,下降,持平,下降,持平,持平,下降,持平,持平,持平,持平,持平,下降,持平,持平
2012/6/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,持平,持平,上升,持平,持平,下降,下降,上升,持平,持平,持平,上升,上升,持平,上升,持平,上升,上升,持平,持平,持平,持平,持平
2012/7/1,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,下降,持平,持平,上升,持平,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,上升,下降,持平,持平,持平,持平,持平,上升,下降,下降,持平,持平,上升,持平,持平,上升,持平,持平
2012/8/1,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,下降,上升,上升,上升,上升,持平,持平,持平,上升,下降,下降,上升,上升,持平,持平,上升,持平,上升,上升,持平,持平
2012/9/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,上升,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,下降,上升,持平,持平
2012/10/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,持平,持平,下降,持平,下降,持平,持平,持平,持平,下降,持平,下降,持平,持平,下降,上升,持平,下降,持平,持平
2012/11/1,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,下降,持平,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,上升,持平,持平,上升,持平,持平,持平,持平,上升
2012/12/1,持平,上升,上升,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,下降,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,持平,下降,持平,持平,上升,持平,持平,持平,上升,持平
2013/1/1,持平,上升,上升,持平,上升,持平,持平,持平,持平,上升,上升,持平,上升,持平,持平,持平,上升,上升,上升,上升,上升,上升,上升,持平,上升,持平,上升,上升,持平,持平,持平,持平,持平,上升,持平,下降,持平,持平,持平,持平,持平,下降,持平,持平
2013/2/1,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,下降,持平,持平,上升,下降,下降,持平,上升,持平,持平,上升,上升,持平,持平,持平,上升,持平,持平,持平
2013/3/1,持平,下降,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,持平,上升,持平,上升,持平,持平,持平,持平,持平,上升,下降,下降,下降,持平,下降,下降,下降,下降,下降,下降,下降,上升,持平,持平
2013/4/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,下降,持平,下降,持平,持平,上升,持平,持平,上升,上升,上升,上升,上升,持平,上升,上升,下降,持平,上升
2013/5/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,上升,持平,持平,上升,持平,持平,上升,下降,持平,上升,持平,上升,持平,持平,上升,下降,持平,持平,持平,持平,持平,下降,持平,下降,上升,持平
2013/6/1,持平,持平,上升,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,下降,下降,持平,下降,持平,下降,持平,上升,持平,持平,持平,持平,持平,上升,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平
2013/7/1,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,下降,下降,上升,持平,上升,持平,下降,上升,上升,持平,上升,持平,持平,下降,下降,持平,持平,下降,持平,上升,持平,持平,上升,持平,持平
2013/8/1,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,上升,下降,持平,上升,持平,上升,持平,持平,持平,上升,持平,下降,上升,持平,持平,持平,上升,持平,持平,上升,持平,持平
2013/9/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,上升,持平,持平,持平,持平,持平,持平,下降,持平,持平,持平,上升,持平,持平,持平,持平,持平,上升,持平,下降,上升,持平,持平
2013/10/1,持平,持平,持平,持平,上升,持平,持平,持平,上升,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,下降,下降,下降,下降,持平,持平,持平,持平,上升,持平,持平,持平,持平,下降,持平,上升,下降,持平,持平
2013/11/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,上升,持平,持平,上升,上升,上升,持平,下降,下降,持平,持平,持平,持平,持平,持平,下降,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平
2013/12/1,持平,持平,上升,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,下降,持平,上升,上升,持平,持平,持平,下降,上升,持平,持平,持平,持平,上升,持平,持平,下降,持平,持平
2014/1/1,持平,上升,上升,上升,上升,上升,持平,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,下降,下降,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,上升,上升,持平,持平,持平,上升,持平,持平,上升,下降,持平,持平
2014/2/1,持平,下降,下降,持平,上升,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,持平,持平,上升,上升,持平,持平,持平,下降,持平,持平,下降,持平,持平,持平,持平,持平,持平,下降,持平,持平,持平
2014/3/1,上升,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,持平,持平,持平,上升,持平,持平,持平,上升,下降,持平,下降,上升,下降,下降,下降,下降,持平,下降,持平,上升,持平,持平
2014/4/1,持平,持平,持平,持平,上升,持平,持平,持平,上升,持平,上升,下降,持平,持平,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,下降,持平,持平,下降,持平,上升,持平,上升,上升,上升,上升,上升,上升,持平,上升,上升,持平,持平,持平
2014/5/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,下降,持平,持平
2014/6/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,上升,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平
2014/7/1,持平,持平,持平,上升,上升,持平,持平,持平,上升,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,上升,上升,持平,持平
2014/8/1,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,持平,持平,上升,持平,持平,下降,持平,持平,下降,持平,上升,持平,持平,持平,持平,持平,持平,上升,持平,持平,上升,持平,持平
2014/9/1,持平,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,上升,持平,下降,持平,持平,持平,持平,持平,持平,持平,下降,持平,持平,持平,持平,上升,持平,持平,持平,持平,下降
2014/10/1,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,下降,持平,下降,下降,上升,持平,上升,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,下降,下降,持平
2014/11/1,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,上升,上升,持平,上升,持平,上升,上升,下降,下降,持平,上升,持平,持平,持平,持平,下降,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平
2014/12/1,持平,持平,上升,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,持平,持平,上升,持平,持平,下降,持平,上升,上升,持平,持平,持平,持平,持平,持平,下降,持平,持平,持平,上升,持平,持平,持平
2015/1/1,下降,持平,持平,持平,上升,持平,持平,持平,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,上升,上升,持平,上升,上升,持平,上升,下降,下降,上升,持平,持平,持平,持平,上升,持平,持平,持平,上升,持平,持平,持平,下降,持平,持平
2015/2/1,持平,上升,持平,上升,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,持平,持平,持平,上升,上升,上升,持平,持平,上升,持平,持平,下降,下降,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,下降,持平,持平
2015/3/1,上升,下降,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,上升,持平,上升,持平,下降,下降,持平,持平,上升,下降,下降,下降,持平,下降,下降,下降,下降,持平,下降,下降,持平,持平,持平
2015/4/1,持平,持平,持平,持平,上升,持平,持平,持平,下降,上升,上升,上升,持平,持平,下降,持平,持平,持平,持平,上升,上升,持平,持平,持平,持平,持平,上升,下降,下降,持平,上升,上升,持平,上升,上升,上升,上升,上升,持平,上升,上升,持平,持平,持平
2015/5/1,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,持平,持平,下降,持平,持平,上升,上升,下降,持平,持平,持平,持平,持平,下降,持平,持平,持平,持平,下降,下降,下降,持平,持平
2015/6/1,持平,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,上升,上升,持平,持平,持平,持平,持平,持平,上升,上升,持平,持平,持平,上升,持平,持平,上升,持平,持平,持平,上升,持平,持平,持平,下降
2015/7/1,持平,持平,持平,持平,上升,持平,持平,持平,持平,持平,下降,持平,持平,持平,持平,持平,持平,持平,持平,下降,下降,持平,持平,上升,下降,下降,下降,持平,上升,持平,持平,持平,上升,上升,持平,持平,持平,持平,持平,下降,持平,上升,下降,下降
2015/8/1,持平,持平,上升,上升,上升,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,持平,下降,持平,持平,下降,持平,持平,持平,持平,下降,持平,下降,下降,上升,持平,持平,上升,下降,持平,持平,持平,持平,持平,上升,持平,持平,上升,下降,持平
