Date,Open,High,Low,Close,Adj Close,Volume
2018-07-17,12.91,13.18,11.85,12.06,12.06,0
2018-07-18,11.87,12.47,11.44,12.1,12.1,0
2018-07-19,12.2,13.09,11.79,12.87,12.87,0
