Date,Open,High,Low,Close,Adj Close,Volume
2018-07-18,10811.429688,10872.740234,10788.370117,10842.459961,10842.459961,2316900
2018-07-19,10868.55957,10896.25,10826.139648,10835.379883,10835.379883,1991100
