date,CPI,Salary,M1A(期底）金額,M1A年增率,M1B(期底),M1B(年增率),M2(期底),M2(年增率),準備貨幣（通貨淨額）,準備貨幣期底（年增率）,重貼現率,基準放款利率,當期價格_GDP合計_金額(新台幣百萬元),"當期價格_GDP合計_對上季增率折成年率(saar,%)","當期價格_GDP合計_對上季增率(saqr,%)",當期價格_國內需求_金額(新台幣百萬元),"當期價格_國內需求_對上季增率折成年率(saar,%)","當期價格_國內需求_對上季增率(saqr,%)",當期價格_民間消費_金額(新台幣百萬元),"當期價格_民間消費_對上季增率折成年率(saar,%)","當期價格_民間消費_對上季增率(saqr,%)",當期價格_政府消費_金額(新台幣百萬元),"當期價格_政府消費_對上季增率折成年率(saar,%)","當期價格_政府消費_對上季增率(saqr,%)",當期價格_資本形成_金額(新台幣百萬元),"當期價格_資本形成_對上季增率折成年率(saar,%)","當期價格_資本形成_對上季增率(saqr,%)",當期價格_國外淨需求_金額(新台幣百萬元),當期價格_商品與服務輸出_金額(新台幣百萬元),當期價格_商品與服務輸入_金額(新台幣百萬元),"當期價格_商品與服務輸入_對上季增率折成年率(saar,%)","當期價格_商品與服務輸入_對上季增率(saqr,%)",連鎖實質值_GDP合計_金額(新台幣百萬元),"連鎖實質值_GDP合計_對上季增率折成年率(saar,%)","連鎖實質值_GDP合計_對上季增率(saqr,%)",連鎖實質值_國內需求_金額(新台幣百萬元),"連鎖實質值_國內需求_對上季增率折成年率(saar,%)","連鎖實質值_國內需求_對上季增率(saqr,%)",連鎖實質值_民間消費_金額(新台幣百萬元),"連鎖實質值_民間消費_對上季增率折成年率(saar,%)","連鎖實質值_民間消費_對上季增率(saqr,%)",連鎖實質值_政府消費_金額(新台幣百萬元),"連鎖實質值_政府消費_對上季增率折成年率(saar,%)","連鎖實質值_政府消費_對上季增率(saqr,%)",連鎖實質值_資本形成_金額(新台幣百萬元),"連鎖實質值_資本形成_對上季增率折成年率(saar,%)","連鎖實質值_資本形成_對上季增率(saqr,%)",連鎖實質值_國外淨需求_金額(新台幣百萬元),連鎖實質值_商品與服務輸出_金額(新台幣百萬元),"連鎖實質值_商品與服務輸出_對上季增率折成年率(saar,%)","連鎖實質值_商品與服務輸出_對上季增率(saqr,%)",連鎖實質值_商品與服務輸入_金額(新台幣百萬元),"連鎖實質值_商品與服務輸入_對上季增率折成年率(saar,%)","連鎖實質值_商品與服務輸入_對上季增率(saqr,%)",道瓊工業指數(DJI),那斯達克指數(IXIC),標準普爾指數(GSPC),上證指數(SSEC), 費城半導體(SOX) , 黃金價格(Gold) ,WTI原油(WTIoil),十年期美債利率(TNXbond),台幣兌美元匯率(USD_TWD),台股成交量,外銷訂單指數(Index 2011=100),工業及服務業受僱員工淨進入率(%),核發建照面積(千平方公尺),電力(企業)總用電量(十億度),製造業銷售量指數(Index 2016=100),非農業部門就業人數(千人),海關出口值(十億元),機械及電機設備進口值(十億元),失業率(單位：％),台股加權指數
36526,85.39,66132,20094,19.6,47648,23.56,180300,9.19,6354,25.26,4.5,7.67,844399,10.7,2.57,833596,7.34,1.79,470055,7.13,1.74,133070,14.75,3.5,230471,3.73,0.92,10803,419480,408677,21.64,5.02,743931,3.83,0.94,932852,5,1.23,500346,8.74,2.12,153678,10.47,2.52,283918,-4.43,-1.13,-167343,394093,24.7,5.67,561435,20.79,4.84,11281.26,4013.49,1425.59,1463.27,755.87,284.89,27.01,6.65,30.78,4200000.00 ,25.11,0.24,2479,6.98,66.35,8741,355.19,152.53,2.85,9229
36557,86.33,52188,18823,8.63,46583,17.58,180543,7.65,5922,2.36,4.5,7.67,844399,10.7,2.57,833596,7.34,1.79,470055,7.13,1.74,133070,14.75,3.5,230471,3.73,0.92,10803,419480,408677,21.64,5.02,743931,3.83,0.94,932852,5,1.23,500346,8.74,2.12,153678,10.47,2.52,283918,-4.43,-1.13,-167343,394093,24.7,5.67,561435,20.79,4.84,10541.93,4410.87,1388.87,1661.35,951.37,300.09,29.3,6.52,30.69,2880000.00 ,24.43,0.08,2640,6.95,65.61,8738,377.75,149.17,2.74,9891
36586,85.83,37849,18523,12.7,47454,21.22,182078,8.49,5578,11.45,4.63,7.67,844399,10.7,2.57,833596,7.34,1.79,470055,7.13,1.74,133070,14.75,3.5,230471,3.73,0.92,10803,419480,408677,21.64,5.02,743931,3.83,0.94,932852,5,1.23,500346,8.74,2.12,153678,10.47,2.52,283918,-4.43,-1.13,-167343,394093,24.7,5.67,561435,20.79,4.84,10483.39,4802.99,1442.21,1722.66,1238.7,285.96,29.89,6.25,30.67,3960000.00 ,22.04,-0.28,2339,6.48,53.18,8654,282.41,135.39,2.91,9338
36617,85.78,37590,18570,14.09,46375,17.2,181348,7.53,5421,10.84,4.63,7.67,861245,8.22,1.99,851634,8.94,2.16,475433,4.66,1.14,136593,11.02,2.65,239608,16.83,3.96,9610,444887,435276,28.69,6.51,767931,13.54,3.23,957139,10.83,2.6,504470,3.34,0.82,159342,15.58,3.69,299868,24.44,5.62,-172759,421129,30.4,6.86,593887,25.2,5.78,10944.31,3863.64,1461.36,1817.69,1076.89,279.78,25.54,5.98,30.46,3730000.00 ,28.19,0.22,3212,7.59,70.54,8672,375.19,165.33,2.83,9369
36647,86.08,37846,18131,10.89,44730,13.91,179856,6.9,5247,8.85,4.63,7.67,861245,8.22,1.99,851634,8.94,2.16,475433,4.66,1.14,136593,11.02,2.65,239608,16.83,3.96,9610,444887,435276,28.69,6.51,767931,13.54,3.23,957139,10.83,2.6,504470,3.34,0.82,159342,15.58,3.69,299868,24.44,5.62,-172759,421129,30.4,6.86,593887,25.2,5.78,10580.27,3528.42,1418.48,1804.16,1000.81,274.94,28.81,6.43,30.71,2310000.00 ,27.57,0.15,2574,7.59,64.83,8695,382.81,177.78,2.73,8672
36678,86,38853,18768,4.92,45341,7.03,181637,6.2,5288,5.24,4.75,7.67,861245,8.22,1.99,851634,8.94,2.16,475433,4.66,1.14,136593,11.02,2.65,239608,16.83,3.96,9610,444887,435276,28.69,6.51,767931,13.54,3.23,957139,10.83,2.6,504470,3.34,0.82,159342,15.58,3.69,299868,24.44,5.62,-172759,421129,30.4,6.86,593887,25.2,5.78,10582.93,3865.48,1461.96,1924.53,1165.99,285.95,31.53,6.09,30.76,1980000.00 ,29.7,0.06,2644,8.31,68.39,8722,411.61,184.67,2.78,8753
36708,85.83,38851,17882,7.13,44179,8.43,181246,6.02,5211,6.18,4.75,7.67,873036,5.59,1.37,851774,0.07,0.02,475827,0.33,0.08,137636,3.09,0.76,238310,-2.15,-0.54,21261,473829,452568,16.86,3.97,776498,4.54,1.12,956996,-0.06,-0.01,506376,1.52,0.38,158547,-1.98,-0.5,298342,-2.02,-0.51,-168442,440199,19.38,4.53,608641,10.31,2.48,10662.96,4017.69,1473,1971.72,1118.55,280.66,29.72,6.04,30.91,1650000.00 ,30.84,0.05,2147,8.52,68.71,8742,391.04,172.72,2.89,8213
36739,85.83,37921,18255,7.43,44361,7.11,182138,6.34,5202,6.56,4.75,7.67,873036,5.59,1.37,851774,0.07,0.02,475827,0.33,0.08,137636,3.09,0.76,238310,-2.15,-0.54,21261,473829,452568,16.86,3.97,776498,4.54,1.12,956996,-0.06,-0.01,506376,1.52,0.38,158547,-1.98,-0.5,298342,-2.02,-0.51,-168442,440199,19.38,4.53,608641,10.31,2.48,11014.51,3909.6,1485.46,2066.15,1051.8,274.4,31.14,5.82,31.05,1630000.00 ,28.75,0.53,1960,8.34,67,8771,428.41,199.31,3.06,7943
36770,86.46,38492,17584,2.36,42935,2.82,182273,6.14,5149,7.83,4.75,7.67,873036,5.59,1.37,851774,0.07,0.02,475827,0.33,0.08,137636,3.09,0.76,238310,-2.15,-0.54,21261,473829,452568,16.86,3.97,776498,4.54,1.12,956996,-0.06,-0.01,506376,1.52,0.38,158547,-1.98,-0.5,298342,-2.02,-0.51,-168442,440199,19.38,4.53,608641,10.31,2.48,10967.87,3875.82,1468.05,1940.81,987.63,273.39,33.87,5.79,31.15,1750000.00 ,30.39,0.13,1833,8.49,67.46,8798,405.17,180.41,3.16,7069
36800,86.44,37742,17429,1.97,42584,2.42,183192,6.4,5104,10.36,4.75,7.67,871738,-0.59,-0.15,844749,-3.26,-0.82,480773,4.22,1.04,133999,-10.16,-2.64,229976,-13.27,-3.5,26989,452914,425925,-21.55,-5.89,768344,-4.13,-1.05,943505,-5.52,-1.41,506615,0.19,0.05,154913,-8.86,-2.29,287065,-14.28,-3.78,-152707,416646,-19.75,-5.35,569352,-23.43,-6.46,10440.96,3333.82,1390.14,1940.84,741.1,269.81,32.93,5.74,31.77,1510000.00 ,31.76,-0.38,1368,8.33,69.09,8782,412.65,186.28,3.1,5837
36831,86.56,36970,17424,1.68,42851,2.15,184986,6.78,5107,2.93,4.75,7.69,871738,-0.59,-0.15,844749,-3.26,-0.82,480773,4.22,1.04,133999,-10.16,-2.64,229976,-13.27,-3.5,26989,452914,425925,-21.55,-5.89,768344,-4.13,-1.05,943505,-5.52,-1.41,506615,0.19,0.05,154913,-8.86,-2.29,287065,-14.28,-3.78,-152707,416646,-19.75,-5.35,569352,-23.43,-6.46,10666.06,3055.42,1375.04,2054.73,662.55,265.88,34.26,5.7,32.41,1770000.00 ,30.62,-0.02,1371,8.75,68.51,8803,436.31,191.05,3.19,5525
36861,86.61,42041,19026,-3.39,44921,-0.34,188978,6.5,5277,-4.08,4.63,7.71,871738,-0.59,-0.15,844749,-3.26,-0.82,480773,4.22,1.04,133999,-10.16,-2.64,229976,-13.27,-3.5,26989,452914,425925,-21.55,-5.89,768344,-4.13,-1.05,943505,-5.52,-1.41,506615,0.19,0.05,154913,-8.86,-2.29,287065,-14.28,-3.78,-152707,416646,-19.75,-5.35,569352,-23.43,-6.46,10652.51,2657.81,1330.93,2065.84,588.09,271.52,28.4,5.23,33.08,868000.00 ,30.01,-0.21,1429,7.73,66.07,8828,417.14,176.07,3.23,5072
36892,86.29,76351,18840,-6.24,46061,-3.33,191250,6.07,6880,0.12,4.63,7.71,858536,-5.92,-1.51,821450,-10.58,-2.76,477277,-2.88,-0.73,140244,19.99,4.66,203929,-38.17,-11.33,37086,429062,391976,-28.27,-7.97,765277,-1.59,-0.4,920957,-9.22,-2.39,506698,0.07,0.02,160563,15.41,3.65,255842,-36.91,-10.88,-133010,397539,-17.12,-4.59,530549,-24.6,-6.82,10682.74,2656.86,1335.64,2088.89,678.61,265.37,29.26,5.14,32.62,1590000.00 ,28.53,-0.3,2254,7.69,64.62,8835,408.79,154.13,3.27,5440
36923,86.03,39126,17825,-5.3,44813,-3.8,191467,6.05,5662,-1.31,4.38,7.65,858536,-5.92,-1.51,821450,-10.58,-2.76,477277,-2.88,-0.73,140244,19.99,4.66,203929,-38.17,-11.33,37086,429062,391976,-28.27,-7.97,765277,-1.59,-0.4,920957,-9.22,-2.39,506698,0.07,0.02,160563,15.41,3.65,255842,-36.91,-10.88,-133010,397539,-17.12,-4.59,530549,-24.6,-6.82,10774.57,2449.57,1305.75,1955.36,636.69,261.81,29.64,5.09,32.28,2080000.00 ,23.88,-0.67,1250,6.93,56.09,8781,331.63,140.67,3.35,5876
36951,86.02,38321,17578,-5.1,44681,-5.84,191628,5.24,5433,-0.55,4.13,7.64,858536,-5.92,-1.51,821450,-10.58,-2.76,477277,-2.88,-0.73,140244,19.99,4.66,203929,-38.17,-11.33,37086,429062,391976,-28.27,-7.97,765277,-1.59,-0.4,920957,-9.22,-2.39,506698,0.07,0.02,160563,15.41,3.65,255842,-36.91,-10.88,-133010,397539,-17.12,-4.59,530549,-24.6,-6.82,10081.32,1986.66,1185.85,2036.78,594.48,262.29,27.27,4.88,32.57,2030000.00 ,24.93,-0.58,1001,6.87,58.85,8700,336.71,139.9,3.73,5703
36982,85.73,37484,17104,-7.89,43358,-6.51,190156,4.86,5288,-1.62,4,7.61,835302,-10.39,-2.71,805978,-7.32,-1.88,478813,1.29,0.32,140345,0.29,0.07,186820,-29.57,-8.39,29324,406329,377004,-14.42,-3.82,749488,-8,-2.06,903488,-7.37,-1.9,509736,2.42,0.6,159091,-3.62,-0.92,234530,-29.38,-8.33,-128091,380404,-16.16,-4.31,508494,-15.62,-4.16,10234.52,1933.93,1189.84,2135.01,578.45,261.08,27.62,5.12,32.9,1300000.00 ,29.28,-0.58,1312,7.72,66.39,8684,389.53,144.97,3.89,5491
37012,85.67,37769,16702,-7.88,42408,-5.19,190095,5.69,5165,0.11,3.75,7.6,835302,-10.39,-2.71,805978,-7.32,-1.88,478813,1.29,0.32,140345,0.29,0.07,186820,-29.57,-8.39,29324,406329,377004,-14.42,-3.82,749488,-8,-2.06,903488,-7.37,-1.9,509736,2.42,0.6,159091,-3.62,-0.92,234530,-29.38,-8.33,-128091,380404,-16.16,-4.31,508494,-15.62,-4.16,11004.96,2181.13,1270.37,2185.53,640.6,272.08,28.68,5.37,33.17,1010000.00 ,27.36,-0.6,1358,7.5,60.24,8650,366.9,157.34,3.96,5157
37043,85.53,39329,17822,-5.04,44588,-1.66,193402,6.48,5277,3.37,3.5,7.6,835302,-10.39,-2.71,805978,-7.32,-1.88,478813,1.29,0.32,140345,0.29,0.07,186820,-29.57,-8.39,29324,406329,377004,-14.42,-3.82,749488,-8,-2.06,903488,-7.37,-1.9,509736,2.42,0.6,159091,-3.62,-0.92,234530,-29.38,-8.33,-128091,380404,-16.16,-4.31,508494,-15.62,-4.16,10767.2,2112.05,1238.71,2213.97,620.96,271.01,27.58,5.25,34.29,855000.00 ,27.55,-0.46,1473,8.08,61.28,8642,342.38,127.27,4.22,5049
37073,85.8,38806,17775,-0.6,43835,-0.78,193119,6.55,5164,4.13,3.5,7.6,833049,-1.07,-0.27,785723,-9.68,-2.51,477385,-1.19,-0.3,140373,0.08,0.02,167964,-34.66,-10.09,47325,396488,349163,-26.43,-7.38,739299,-5.33,-1.36,884056,-8.33,-2.15,511352,1.27,0.32,158174,-2.29,-0.58,212112,-33.09,-9.56,-110443,359153,-20.54,-5.59,469595,-27.26,-7.65,10444.5,2033.98,1204.45,2138.42,583.52,267.52,26.47,5.2,34.76,808000.00 ,26.94,-0.64,1099,8.66,57.92,8662,360.71,127.65,4.51,4452
37104,85.83,39669,17177,-5.91,43816,-1.23,193797,6.4,5133,-1.32,3.25,7.59,833049,-1.07,-0.27,785723,-9.68,-2.51,477385,-1.19,-0.3,140373,0.08,0.02,167964,-34.66,-10.09,47325,396488,349163,-26.43,-7.38,739299,-5.33,-1.36,884056,-8.33,-2.15,511352,1.27,0.32,158174,-2.29,-0.58,212112,-33.09,-9.56,-110443,359153,-20.54,-5.59,469595,-27.26,-7.65,10314.68,1929.71,1178.5,1909.03,589.52,272.9,27.31,4.96,34.59,1060000.00 ,26.31,-0.1,958,8.86,57.58,8663,347.44,132.07,4.92,4495
37135,86.1,38320,17452,-0.75,44514,3.68,193935,6.4,5312,1.15,2.75,7.54,833049,-1.07,-0.27,785723,-9.68,-2.51,477385,-1.19,-0.3,140373,0.08,0.02,167964,-34.66,-10.09,47325,396488,349163,-26.43,-7.38,739299,-5.33,-1.36,884056,-8.33,-2.15,511352,1.27,0.32,158174,-2.29,-0.58,212112,-33.09,-9.56,-110443,359153,-20.54,-5.59,469595,-27.26,-7.65,9042.56,1573.31,1044.64,1818.36,441.07,284.18,25.93,4.74,34.56,566000.00 ,27.87,-0.49,982,8.47,61.3,8674,338.66,118.97,5.17,3949
37165,86.5,38666,16946,-2.78,44453,4.39,193492,5.62,5128,0.61,2.5,7.52,859181,13.15,3.14,796514,5.61,1.37,485406,6.89,1.68,144583,12.55,3,166525,-3.38,-0.86,62666,415682,353015,4.49,1.1,764128,14.13,3.36,886644,1.18,0.29,518959,6.08,1.49,163942,15.4,3.65,199917,-21.09,-5.75,-91353,393395,43.95,9.53,484748,13.55,3.23,9220.75,1656.43,1076.59,1666.55,432.56,283.37,22.21,4.54,34.54,915000.00 ,25.64,-0.67,730,8,56.27,8640,316.01,118.64,5.26,3782
37196,86.22,37312,16948,-2.73,45725,6.7,193831,4.78,5147,5.96,2.25,7.39,859181,13.15,3.14,796514,5.61,1.37,485406,6.89,1.68,144583,12.55,3,166525,-3.38,-0.86,62666,415682,353015,4.49,1.1,764128,14.13,3.36,886644,1.18,0.29,518959,6.08,1.49,163942,15.4,3.65,199917,-21.09,-5.75,-91353,393395,43.95,9.53,484748,13.55,3.23,9721.82,1870.06,1129.68,1675,516.76,276.11,19.67,4.61,34.45,1730000.00 ,29.51,-0.51,1063,8.45,61.82,8649,410.04,159.56,5.33,4318
37226,85.37,41354,19187,0.84,50259,11.88,197125,4.31,5257,5.58,2.13,7.38,859181,13.15,3.14,796514,5.61,1.37,485406,6.89,1.68,144583,12.55,3,166525,-3.38,-0.86,62666,415682,353015,4.49,1.1,764128,14.13,3.36,886644,1.18,0.29,518959,6.08,1.49,163942,15.4,3.65,199917,-21.09,-5.75,-91353,393395,43.95,9.53,484748,13.55,3.23,9979.88,1977.71,1144.93,1685.34,545.37,275.99,19.4,5.05,34.65,2790000.00 ,29.4,-0.17,1013,7.71,61.48,8677,362.91,124.93,5.28,5264
37257,86.06,53924,18592,-1.31,51236,11.24,197974,3.52,5476,-1.8,2.13,7.33,876892,8.5,2.06,803540,3.58,0.88,489780,3.65,0.9,142130,-6.62,-1.7,171630,12.84,3.07,73351,435037,361685,10.19,2.46,780061,8.6,2.09,901585,6.91,1.69,522981,3.14,0.78,159664,-10.04,-2.61,216249,36.91,8.17,-87707,405124,12.47,2.98,492830,6.84,1.67,9923.8,1976.77,1140.21,1472.17,552.79,281.75,19.73,4.99,34.98,3050000.00 ,28.8,-0.08,1238,7.55,59.08,8698,367.78,134.46,5.22,5737
37288,86.12,55844,18999,6.59,52193,16.47,199631,4.26,6110,0.99,2.13,7.33,876892,8.5,2.06,803540,3.58,0.88,489780,3.65,0.9,142130,-6.62,-1.7,171630,12.84,3.07,73351,435037,361685,10.19,2.46,780061,8.6,2.09,901585,6.91,1.69,522981,3.14,0.78,159664,-10.04,-2.61,216249,36.91,8.17,-87707,405124,12.47,2.98,492830,6.84,1.67,9891.05,1799.72,1100.67,1514.79,538.11,296.22,20.76,4.9,35.02,985000.00 ,28.7,-0.22,1186,7.59,62.51,8729,351.7,128.43,5.14,5748
37316,85.8,38290,18568,5.63,52447,17.38,199854,4.29,5594,2.13,2.13,7.33,876892,8.5,2.06,803540,3.58,0.88,489780,3.65,0.9,142130,-6.62,-1.7,171630,12.84,3.07,73351,435037,361685,10.19,2.46,780061,8.6,2.09,901585,6.91,1.69,522981,3.14,0.78,159664,-10.04,-2.61,216249,36.91,8.17,-87707,405124,12.47,2.98,492830,6.84,1.67,10500.95,1863.05,1153.79,1628.06,596.58,293.96,24.44,5.27,34.97,2570000.00 ,25.71,-0.11,776,6.22,50.62,8706,291.12,105.18,5.12,6058
37347,85.85,38653,18476,8.02,52198,20.39,198847,4.57,5403,4.04,2.13,7.33,887227,4.8,1.18,827914,12.7,3.03,494905,4.25,1.05,147541,16.12,3.81,185467,36.36,8.06,59313,454344,395031,42.3,9.22,798688,9.9,2.39,923675,10.17,2.45,527980,3.88,0.96,164817,13.55,3.23,229331,26.48,6.05,-97929,431042,28.15,6.4,528971,32.72,7.33,10165.18,1758.8,1112.03,1636.69,566.17,303.5,26.26,5.2,34.87,2290000.00 ,31.88,0.17,1060,7.85,66.76,8708,417.99,166.34,5.16,6259
37377,85.56,38762,18497,10.74,51528,21.5,197690,4,5323,3.19,2.13,7.33,887227,4.8,1.18,827914,12.7,3.03,494905,4.25,1.05,147541,16.12,3.81,185467,36.36,8.06,59313,454344,395031,42.3,9.22,798688,9.9,2.39,923675,10.17,2.45,527980,3.88,0.96,164817,13.55,3.23,229331,26.48,6.05,-97929,431042,28.15,6.4,528971,32.72,7.33,10080.48,1660.31,1079.27,1577.2,507.18,314.63,26.95,5.14,34.4,1510000.00 ,32.34,0.18,1245,8.08,66,8728,395.19,154.58,4.98,5709
37408,85.53,39132,19667,10.35,52938,18.73,200062,3.44,5235,-6.69,1.88,7.33,887227,4.8,1.18,827914,12.7,3.03,494905,4.25,1.05,147541,16.12,3.81,185467,36.36,8.06,59313,454344,395031,42.3,9.22,798688,9.9,2.39,923675,10.17,2.45,527980,3.88,0.96,164817,13.55,3.23,229331,26.48,6.05,-97929,431042,28.15,6.4,528971,32.72,7.33,9492.44,1505.49,1014.05,1562.78,421.85,321.13,25.55,4.9,33.84,1230000.00 ,32.87,0.16,1485,9.19,67.4,8742,395.69,142.42,5.02,5429
37438,85.75,38779,18847,6.03,51597,17.7,198396,2.73,5096,2.8,1.88,7.23,894649,3.39,0.84,846833,9.46,2.29,499028,3.37,0.83,143058,-11.61,-3.04,204747,48.53,10.4,47815,455221,407405,13.13,3.13,796327,-1.18,-0.3,947546,10.74,2.58,533412,4.18,1.03,160014,-11.16,-2.91,254843,52.49,11.12,-131089,432600,1.45,0.36,563689,28.95,6.56,8616.52,1346.09,903.59,1695.7,359.32,313.28,26.94,4.61,33.24,1490000.00 ,30.83,0.46,1106,8.57,63.52,8752,398.5,150.02,5.11,5146
37469,85.83,39419,19285,12.27,52406,19.61,199035,2.7,5103,4.41,1.88,7.23,894649,3.39,0.84,846833,9.46,2.29,499028,3.37,0.83,143058,-11.61,-3.04,204747,48.53,10.4,47815,455221,407405,13.13,3.13,796327,-1.18,-0.3,947546,10.74,2.58,533412,4.18,1.03,160014,-11.16,-2.91,254843,52.49,11.12,-131089,432600,1.45,0.36,563689,28.95,6.56,8685.48,1327.36,912.55,1660.59,321.75,310.15,28.2,4.24,33.83,1270000.00 ,31.28,0.84,1681,9.19,65.55,8768,387.88,160.64,5.23,4842
37500,85.63,39596,19046,9.13,51630,15.99,198140,2.17,5100,1.24,1.88,7.23,894649,3.39,0.84,846833,9.46,2.29,499028,3.37,0.83,143058,-11.61,-3.04,204747,48.53,10.4,47815,455221,407405,13.13,3.13,796327,-1.18,-0.3,947546,10.74,2.58,533412,4.18,1.03,160014,-11.16,-2.91,254843,52.49,11.12,-131089,432600,1.45,0.36,563689,28.95,6.56,8160.78,1251.07,867.81,1619.58,267.67,319.6,29.67,3.86,34.51,937000.00 ,32.39,0.28,1153,9.29,65.59,8772,381.24,130.08,5.35,4462
37530,85.63,37498,18921,11.66,51823,16.58,198296,2.48,5086,2.63,1.88,7.23,901526,3.11,0.77,836907,-4.61,-1.17,500932,1.54,0.38,150536,22.61,5.23,185438,-32.71,-9.43,64619,464439,399820,-7.24,-1.86,811367,7.77,1.89,934123,-5.55,-1.42,533679,0.2,0.05,168648,23.39,5.4,230081,-33.56,-9.72,-95307,439888,6.91,1.68,535195,-18.74,-5.05,8048.12,1241.91,854.63,1527.16,258.88,316.27,28.86,3.91,34.91,1540000.00 ,31.93,-0.09,1269,8.8,64.3,8736,402.41,152.5,5.32,4272
37561,85.75,37211,19272,13.71,52591,15.02,199742,3.05,5209,1.91,1.63,7.1,901526,3.11,0.77,836907,-4.61,-1.17,500932,1.54,0.38,150536,22.61,5.23,185438,-32.71,-9.43,64619,464439,399820,-7.24,-1.86,811367,7.77,1.89,934123,-5.55,-1.42,533679,0.2,0.05,168648,23.39,5.4,230081,-33.56,-9.72,-95307,439888,6.91,1.68,535195,-18.74,-5.05,8625.72,1409.15,909.93,1464.79,329.31,319.19,26.19,4.03,34.62,1700000.00 ,33.62,0.11,1845,8.94,68.36,8741,417.22,161.54,5.31,4676
37591,85.54,41609,20905,8.96,54916,9.27,202105,2.53,5273,7.74,1.63,7.1,901526,3.11,0.77,836907,-4.61,-1.17,500932,1.54,0.38,150536,22.61,5.23,185438,-32.71,-9.43,64619,464439,399820,-7.24,-1.86,811367,7.77,1.89,934123,-5.55,-1.42,533679,0.2,0.05,168648,23.39,5.4,230081,-33.56,-9.72,-95307,439888,6.91,1.68,535195,-18.74,-5.05,8526.66,1387.15,899.18,1401.17,316.03,334.93,29.39,4.02,34.75,1480000.00 ,33.57,0.28,1367,8.52,66.79,8765,428.8,144.66,5.22,4621
37622,86.06,73045,21598,16.17,57310,11.85,205526,3.81,7914,6.88,1.63,4.08,902867,0.6,0.15,845061,3.95,0.97,496371,-3.59,-0.91,147772,-7.14,-1.84,200917,37.81,8.35,57806,477364,419557,21.26,4.94,817844,3.23,0.8,942228,3.52,0.87,530276,-2.53,-0.64,164723,-8.99,-2.33,247392,33.67,7.52,-99347,447724,7.32,1.78,547070,9.18,2.22,8474.59,1389.56,895.84,1428.17,307.37,358.19,32.7,4.03,34.52,1960000.00 ,32.67,0.32,1563,8.19,67.07,8791,425.25,162.82,5.04,4890
37653,86.12,39401,20063,5.6,55461,6.26,204283,2.33,5957,9.14,1.63,4.02,902867,0.6,0.15,845061,3.95,0.97,496371,-3.59,-0.91,147772,-7.14,-1.84,200917,37.81,8.35,57806,477364,419557,21.26,4.94,817844,3.23,0.8,942228,3.52,0.87,530276,-2.53,-0.64,164723,-8.99,-2.33,247392,33.67,7.52,-99347,447724,7.32,1.78,547070,9.18,2.22,7916.18,1313.26,837.62,1501.54,278.7,358.54,35.73,3.89,34.71,838000.00 ,32.94,,1530,7.85,68.81,8819,365.12,141.18,5.03,4586
37681,85.8,37952,19850,6.9,55182,5.21,203516,1.83,5719,3.11,1.63,3.92,902867,0.6,0.15,845061,3.95,0.97,496371,-3.59,-0.91,147772,-7.14,-1.84,200917,37.81,8.35,57806,477364,419557,21.26,4.94,817844,3.23,0.8,942228,3.52,0.87,530276,-2.53,-0.64,164723,-8.99,-2.33,247392,33.67,7.52,-99347,447724,7.32,1.78,547070,9.18,2.22,7977.73,1348.5,846.62,1482.82,305.77,340.06,33.16,3.8,34.67,875000.00 ,28.08,-0.14,726,7.03,56.14,8799,354.29,128.37,5.17,4449
37712,85.85,38309,19845,7.41,55432,6.2,203328,2.25,5629,0.64,1.63,3.66,884260,-7.99,-2.06,827416,-8.09,-2.09,489511,-5.41,-1.38,140656,-17.92,-4.82,197248,-7.11,-1.83,56844,465320,408476,-10.15,-2.64,792574,-11.8,-3.09,919422,-9.34,-2.42,522750,-5.56,-1.42,156239,-19.06,-5.15,240210,-11.12,-2.9,-106972,440883,-5.97,-1.53,547855,0.57,0.14,8332.09,1409.83,890.03,1549.82,320.51,329.29,28.14,3.94,34.77,1090000.00 ,33.62,0.19,1551,8.49,67.96,8815,459.31,160.64,5.08,4450
37742,85.56,38850,20029,8.28,56100,8.87,203811,3.1,5679,4.37,1.63,3.66,884260,-7.99,-2.06,827416,-8.09,-2.09,489511,-5.41,-1.38,140656,-17.92,-4.82,197248,-7.11,-1.83,56844,465320,408476,-10.15,-2.64,792574,-11.8,-3.09,919422,-9.34,-2.42,522750,-5.56,-1.42,156239,-19.06,-5.15,240210,-11.12,-2.9,-106972,440883,-5.97,-1.53,547855,0.57,0.14,8623.41,1524.18,935.96,1547.7,351.22,355.93,28.07,3.56,34.65,848000.00 ,34.11,0.02,1453,8.54,67.11,8839,420.62,147.91,4.92,4319
37773,85.53,38336,21199,7.79,57949,9.47,204991,2.46,5703,14.36,1.38,3.6,884260,-7.99,-2.06,827416,-8.09,-2.09,489511,-5.41,-1.38,140656,-17.92,-4.82,197248,-7.11,-1.83,56844,465320,408476,-10.15,-2.64,792574,-11.8,-3.09,919422,-9.34,-2.42,522750,-5.56,-1.42,156239,-19.06,-5.15,240210,-11.12,-2.9,-106972,440883,-5.97,-1.53,547855,0.57,0.14,9098.07,1631.75,988,1539.76,373.08,356.49,30.52,3.32,34.59,1860000.00 ,34.78,-0.08,1588,8.76,66.7,8828,408.75,125.95,4.98,4870
