date,CPI,Salary,M1A(期底）金額,M1A年增率,M1B(期底),M1B(年增率),M2(期底),M2(年增率),準備貨幣（通貨淨額）,準備貨幣期底（年增率）,重貼現率,基準放款利率,當期價格_GDP合計_金額(新台幣百萬元),"當期價格_GDP合計_對上季增率折成年率(saar,%)","當期價格_GDP合計_對上季增率(saqr,%)",當期價格_國內需求_金額(新台幣百萬元),"當期價格_國內需求_對上季增率折成年率(saar,%)","當期價格_國內需求_對上季增率(saqr,%)",當期價格_民間消費_金額(新台幣百萬元),"當期價格_民間消費_對上季增率折成年率(saar,%)","當期價格_民間消費_對上季增率(saqr,%)",當期價格_政府消費_金額(新台幣百萬元),"當期價格_政府消費_對上季增率折成年率(saar,%)","當期價格_政府消費_對上季增率(saqr,%)",當期價格_資本形成_金額(新台幣百萬元),"當期價格_資本形成_對上季增率折成年率(saar,%)","當期價格_資本形成_對上季增率(saqr,%)",當期價格_國外淨需求_金額(新台幣百萬元),當期價格_商品與服務輸出_金額(新台幣百萬元),當期價格_商品與服務輸入_金額(新台幣百萬元),"當期價格_商品與服務輸入_對上季增率折成年率(saar,%)","當期價格_商品與服務輸入_對上季增率(saqr,%)",連鎖實質值_GDP合計_金額(新台幣百萬元),"連鎖實質值_GDP合計_對上季增率折成年率(saar,%)","連鎖實質值_GDP合計_對上季增率(saqr,%)",連鎖實質值_國內需求_金額(新台幣百萬元),"連鎖實質值_國內需求_對上季增率折成年率(saar,%)","連鎖實質值_國內需求_對上季增率(saqr,%)",連鎖實質值_民間消費_金額(新台幣百萬元),"連鎖實質值_民間消費_對上季增率折成年率(saar,%)","連鎖實質值_民間消費_對上季增率(saqr,%)",連鎖實質值_政府消費_金額(新台幣百萬元),"連鎖實質值_政府消費_對上季增率折成年率(saar,%)","連鎖實質值_政府消費_對上季增率(saqr,%)",連鎖實質值_資本形成_金額(新台幣百萬元),"連鎖實質值_資本形成_對上季增率折成年率(saar,%)","連鎖實質值_資本形成_對上季增率(saqr,%)",連鎖實質值_國外淨需求_金額(新台幣百萬元),連鎖實質值_商品與服務輸出_金額(新台幣百萬元),"連鎖實質值_商品與服務輸出_對上季增率折成年率(saar,%)","連鎖實質值_商品與服務輸出_對上季增率(saqr,%)",連鎖實質值_商品與服務輸入_金額(新台幣百萬元),"連鎖實質值_商品與服務輸入_對上季增率折成年率(saar,%)","連鎖實質值_商品與服務輸入_對上季增率(saqr,%)",道瓊工業指數(DJI),那斯達克指數(IXIC),標準普爾指數(GSPC),上證指數(SSEC), 費城半導體(SOX) , 黃金價格(Gold) ,WTI原油(WTIoil),十年期美債利率(TNXbond),台幣兌美元匯率(USD_TWD),台股成交量,外銷訂單指數(Index 2011=100),工業及服務業受僱員工淨進入率(%),核發建照面積(千平方公尺),電力(企業)總用電量(十億度),製造業銷售量指數(Index 2016=100),非農業部門就業人數(千人),海關出口值(十億元),機械及電機設備進口值(十億元),失業率(單位：％),台股加權指數
41730,99.72,42361,53051,9.62,137422,8.99,363901,6.18,13939,4.24,1.88,2.88,1334772,15.41,3.65,1195042,2.67,0.66,713686,6.82,1.66,192902,-0.98,-0.25,288454,-4.51,-1.15,139730,938405,798675,-6.13,-1.57,1289186,5.07,1.24,1174421,0.21,0.05,696996,4.12,1.01,187973,-4.42,-1.12,289488,-5.77,-1.47,115082,950258,10.03,2.42,835176,3.27,0.81,16399.5,4119.31,1864.26,2074.38,579.09,1298.42,102.03,2.69,30.2,1810000.00 ,88.44,0.19,2855,11.38,101.95,10479,858.19,251.89,4.03,8900
41760,99.77,44482,52288,8.63,136495,7.49,363666,5.97,13973,2.92,1.88,2.88,1334772,15.41,3.65,1195042,2.67,0.66,713686,6.82,1.66,192902,-0.98,-0.25,288454,-4.51,-1.15,139730,938405,798675,-6.13,-1.57,1289186,5.07,1.24,1174421,0.21,0.05,696996,4.12,1.01,187973,-4.42,-1.12,289488,-5.77,-1.47,115082,950258,10.03,2.42,835176,3.27,0.81,16567.25,4135.37,1889.77,2029.75,582.27,1287.93,101.91,2.55,30.13,1690000.00 ,90.71,0.16,3176,11.68,104.8,10493,823.27,233.35,3.91,8936
41791,99.81,42560,53267,6.89,137164,6.9,364435,5.38,13982,6.2,1.88,2.88,1334772,15.41,3.65,1195042,2.67,0.66,713686,6.82,1.66,192902,-0.98,-0.25,288454,-4.51,-1.15,139730,938405,798675,-6.13,-1.57,1289186,5.07,1.24,1174421,0.21,0.05,696996,4.12,1.01,187973,-4.42,-1.12,289488,-5.77,-1.47,115082,950258,10.03,2.42,835176,3.27,0.81,16843.75,4332.74,1947.09,2043.02,624.76,1282.16,105.15,2.59,29.99,1840000.00 ,88.55,0.17,2702,12.59,106.07,10508,820.25,213.72,3.85,9229
41821,99.77,45884,53920,8.35,139118,7.32,367925,5.59,13950,4.56,1.88,2.88,1360642,7.98,1.94,1217793,7.84,1.9,725501,6.79,1.66,195780,6.1,1.49,296511,11.65,2.79,142849,950396,807547,4.52,1.11,1303711,4.58,1.13,1191504,5.95,1.45,705258,4.83,1.19,189644,3.6,0.89,296710,10.36,2.49,112109,971316,9.16,2.22,859206,12.02,2.88,16988.26,4434.13,1973.1,2086.23,637.18,1311.1,102.45,2.53,29.95,2330000.00 ,90.23,0.14,2603,12.5,103.25,10516,824.95,243.38,3.92,9474
41852,100,44502,54115,8.57,140135,7.38,369634,5.75,14094,4.33,1.88,2.88,1360642,7.98,1.94,1217793,7.84,1.9,725501,6.79,1.66,195780,6.1,1.49,296511,11.65,2.79,142849,950396,807547,4.52,1.11,1303711,4.58,1.13,1191504,5.95,1.45,705258,4.83,1.19,189644,3.6,0.89,296710,10.36,2.49,112109,971316,9.16,2.22,859206,12.02,2.88,16775.15,4464.83,1961.53,2218.36,623.68,1294.72,96.08,2.41,29.98,1740000.00 ,88.63,0.74,2936,13.14,108.14,10542,817.57,227.64,4.02,9266
41883,100.02,44382,53968,9.16,139270,7.06,367182,5.03,14064,6.02,1.88,2.88,1360642,7.98,1.94,1217793,7.84,1.9,725501,6.79,1.66,195780,6.1,1.49,296511,11.65,2.79,142849,950396,807547,4.52,1.11,1303711,4.58,1.13,1191504,5.95,1.45,705258,4.83,1.19,189644,3.6,0.89,296710,10.36,2.49,112109,971316,9.16,2.22,859206,12.02,2.88,17098.13,4551.59,1993.23,2317.07,644.64,1237.5,93.16,2.53,30.12,1510000.00 ,89.04,0.22,2424,13.31,104.15,10560,856.7,221.41,4.08,9229
41913,99.93,42198,54184,8.85,139166,6.52,368758,4.87,14181,6.1,1.88,2.88,1387409,8.1,1.97,1217525,-0.09,-0.02,721715,-2.07,-0.52,198857,6.44,1.57,296952,0.6,0.15,169884,950557,780673,-12.66,-3.33,1310278,2.03,0.5,1198738,2.45,0.61,709611,2.49,0.62,191462,3.89,0.96,297753,1.41,0.35,111468,971583,0.11,0.03,860114,0.42,0.11,16701.87,4403.23,1937.27,2354.65,600.69,1222.93,84.34,2.29,30.4,1680000.00 ,101.72,-0.03,2856,12.74,104.52,10552,807.66,228.27,3.96,8819
41944,99.31,42370,54382,7.46,140234,6.95,372310,5.67,14345,3.94,1.88,2.88,1387409,8.1,1.97,1217525,-0.09,-0.02,721715,-2.07,-0.52,198857,6.44,1.57,296952,0.6,0.15,169884,950557,780673,-12.66,-3.33,1310278,2.03,0.5,1198738,2.45,0.61,709611,2.49,0.62,191462,3.89,0.96,297753,1.41,0.35,111468,971583,0.11,0.03,860114,0.42,0.11,17648.98,4687.7,2044.57,2493.26,652.64,1176.81,75.45,2.32,30.73,1420000.00 ,106.97,0.13,2628,12.67,107.94,10571,831.02,212.66,3.95,9016
41974,99.26,46461,55692,5.9,143101,6.23,376968,6.13,14609,4.57,1.88,2.88,1387409,8.1,1.97,1217525,-0.09,-0.02,721715,-2.07,-0.52,198857,6.44,1.57,296952,0.6,0.15,169884,950557,780673,-12.66,-3.33,1310278,2.03,0.5,1198738,2.45,0.61,709611,2.49,0.62,191462,3.89,0.96,297753,1.41,0.35,111468,971583,0.11,0.03,860114,0.42,0.11,17754.24,4732.7,2054.27,2994.53,686.73,1199.16,59.14,2.21,31.39,1870000.00 ,105.04,0.16,2462,11.87,101.46,10587,832.8,238.35,3.89,9109
42005,98.42,51968,55705,3.8,143651,4.14,380325,5.7,14746,-2.66,1.88,2.88,1407018,5.77,1.41,1207680,-3.2,-0.81,722420,0.39,0.1,193881,-9.64,-2.5,291378,-7.3,-1.88,199338,931712,732374,-22.54,-6.19,1318681,2.59,0.64,1192817,-1.96,-0.49,713144,2.01,0.5,187654,-7.72,-1.99,292021,-7.48,-1.93,126675,979669,3.37,0.83,852993,-3.27,-0.83,17542.26,4673.7,2028.18,3293.87,671.19,1252.18,47.73,1.87,31.65,1740000.00 ,109.17,0.1,2936,11.61,106.84,10599,813.67,228.54,3.79,9282
42036,98.31,86666,56528,8,146214,6.85,385920,6.9,16801,6.49,1.88,2.88,1407018,5.77,1.41,1207680,-3.2,-0.81,722420,0.39,0.1,193881,-9.64,-2.5,291378,-7.3,-1.88,199338,931712,732374,-22.54,-6.19,1318681,2.59,0.64,1192817,-1.96,-0.49,713144,2.01,0.5,187654,-7.72,-1.99,292021,-7.48,-1.93,126675,979669,3.37,0.83,852993,-3.27,-0.83,17945.41,4854.26,2082.2,3186.55,693.66,1225.42,51.02,1.97,31.55,930000.00 ,98.1,0.14,2989,11.49,106.51,10606,810.35,241.49,3.71,9506
42064,98.96,43016,56136,6.07,144922,5.7,385971,6.45,15443,3.23,1.88,2.88,1407018,5.77,1.41,1207680,-3.2,-0.81,722420,0.39,0.1,193881,-9.64,-2.5,291378,-7.3,-1.88,199338,931712,732374,-22.54,-6.19,1318681,2.59,0.64,1192817,-1.96,-0.49,713144,2.01,0.5,187654,-7.72,-1.99,292021,-7.48,-1.93,126675,979669,3.37,0.83,852993,-3.27,-0.83,17931.75,4938.01,2079.99,3483.94,710.62,1177.77,47.85,2.04,31.44,1970000.00 ,75.65,-0.34,1900,9.72,84.92,10606,633.37,176.87,3.69,9611
42095,98.82,43343,55958,5.48,145613,5.96,388279,6.7,15297,6.81,1.88,2.88,1393156,-3.88,-0.99,1223013,5.18,1.27,731149,4.92,1.21,195177,2.7,0.67,296686,7.49,1.82,170143,893727,723584,-4.71,-1.2,1300647,-5.36,-1.37,1218655,8.95,2.17,722285,5.23,1.28,189972,5.03,1.24,306616,21.54,5,80502,943226,-14.07,-3.72,862724,4.64,1.14,17970.51,4985.95,2094.86,4186.23,699.47,1199.88,54.38,1.93,30.98,1940000.00 ,97.23,0.27,1989,11.73,107.19,10606,808.27,241.75,3.72,9680
42125,98.94,43845,55827,6.77,145326,6.47,388850,6.92,15125,8.06,1.88,2.88,1393156,-3.88,-0.99,1223013,5.18,1.27,731149,4.92,1.21,195177,2.7,0.67,296686,7.49,1.82,170143,893727,723584,-4.71,-1.2,1300647,-5.36,-1.37,1218655,8.95,2.17,722285,5.23,1.28,189972,5.03,1.24,306616,21.54,5,80502,943226,-14.07,-3.72,862724,4.64,1.14,18124.71,5029.43,2111.94,4467.85,711.4,1198.91,59.42,2.19,30.62,1710000.00 ,94.27,0.03,1935,11.78,103.21,10616,743.8,209.49,3.63,9689
42156,99.06,44581,56690,6.43,145491,6.07,387497,6.33,15092,4.17,1.88,2.88,1393156,-3.88,-0.99,1223013,5.18,1.27,731149,4.92,1.21,195177,2.7,0.67,296686,7.49,1.82,170143,893727,723584,-4.71,-1.2,1300647,-5.36,-1.37,1218655,8.95,2.17,722285,5.23,1.28,189972,5.03,1.24,306616,21.54,5,80502,943226,-14.07,-3.72,862724,4.64,1.14,17927.22,5073.04,2099.28,4798.02,717.32,1180.78,59.83,2.36,30.91,1820000.00 ,90.06,0.14,2416,12.64,101.32,10627,797.9,212.62,3.62,9355
42186,99.01,46964,56816,5.37,146476,5.29,389499,5.86,15103,7.49,1.88,2.88,1392607,-0.16,-0.04,1215515,-2.43,-0.61,726682,-2.42,-0.61,195328,0.31,0.08,293504,-4.22,-1.07,177092,887425,710333,-7.13,-1.83,1299288,-0.42,-0.1,1204413,-4.59,-1.17,714357,-4.32,-1.1,189572,-0.84,-0.21,300628,-7.59,-1.95,94383,941762,-0.62,-0.16,847379,-6.93,-1.78,17795.02,5082.81,2094.14,3848.25,660.21,1129.84,51.13,2.32,31.19,1860000.00 ,92.71,0.07,2986,12.68,101.87,10631,719.55,228.27,3.71,8964
42217,99.04,44882,58187,7.52,148948,6.29,392125,6.08,15124,5.67,1.88,2.88,1392607,-0.16,-0.04,1215515,-2.43,-0.61,726682,-2.42,-0.61,195328,0.31,0.08,293504,-4.22,-1.07,177092,887425,710333,-7.13,-1.83,1299288,-0.42,-0.1,1204413,-4.59,-1.17,714357,-4.32,-1.1,189572,-0.84,-0.21,300628,-7.59,-1.95,94383,941762,-0.62,-0.16,847379,-6.93,-1.78,17061.59,4934.62,2039.87,3594.02,618.84,1118.73,42.89,2.16,32.21,1830000.00 ,93.15,0.58,2299,13.46,103.49,10653,737.39,222.55,3.82,8156
42248,99.22,44759,57966,7.41,148841,6.87,392072,6.78,15238,4.55,1.75,2.88,1392607,-0.16,-0.04,1215515,-2.43,-0.61,726682,-2.42,-0.61,195328,0.31,0.08,293504,-4.22,-1.07,177092,887425,710333,-7.13,-1.83,1299288,-0.42,-0.1,1204413,-4.59,-1.17,714357,-4.32,-1.1,189572,-0.84,-0.21,300628,-7.59,-1.95,94383,941762,-0.62,-0.16,847379,-6.93,-1.78,16339.95,4748,1944.4,3127.99,605.05,1123.48,45.44,2.17,32.68,1490000.00 ,91.46,0.09,2026,12.85,97.65,10673,773.87,229.66,3.9,8206
42278,99.55,42888,57884,6.83,149126,7.16,393635,6.75,15269,4.44,1.75,2.86,1397442,1.4,0.35,1225475,3.32,0.82,738357,6.58,1.61,197650,4.84,1.19,289467,-5.39,-1.38,171966,878975,707008,-1.86,-0.47,1299661,0.11,0.03,1213158,2.94,0.73,725852,6.59,1.61,191200,3.48,0.86,296083,-5.91,-1.51,85375,942076,0.13,0.03,856701,4.47,1.1,17182.28,4879.04,2024.81,3342.48,645.22,1159.86,46.29,2.06,32.45,1690000.00 ,109.1,-0.13,2267,12.35,98.52,10659,748.65,214.09,3.89,8551
42309,99.25,42545,58701,7.94,149442,6.57,394569,5.98,15335,6.11,1.75,2.83,1397442,1.4,0.35,1225475,3.32,0.82,738357,6.58,1.61,197650,4.84,1.19,289467,-5.39,-1.38,171966,878975,707008,-1.86,-0.47,1299661,0.11,0.03,1213158,2.94,0.73,725852,6.59,1.61,191200,3.48,0.86,296083,-5.91,-1.51,85375,942076,0.13,0.03,856701,4.47,1.1,17724.51,5082.51,2080.62,3561.19,663.26,1083.38,42.91,2.27,32.63,1680000.00 ,113.15,0.05,1919,12.65,102,10669,798.55,233.94,3.9,8503
42339,99.19,46736,60603,8.82,152926,6.87,398840,5.8,15654,5.79,1.63,2.83,1397442,1.4,0.35,1225475,3.32,0.82,738357,6.58,1.61,197650,4.84,1.19,289467,-5.39,-1.38,171966,878975,707008,-1.86,-0.47,1299661,0.11,0.03,1213158,2.94,0.73,725852,6.59,1.61,191200,3.48,0.86,296083,-5.91,-1.51,85375,942076,0.13,0.03,856701,4.47,1.1,17542.86,5040.54,2054.08,3546.04,672.1,1069.95,37.33,2.24,32.84,1610000.00 ,109.31,0.11,2085,11.96,97.13,10681,734.2,241.05,3.91,8298
42370,99.06,75321,60727,9.01,153822,7.08,402398,5.8,16459,6.84,1.63,2.8,1423444,7.65,1.86,1239906,4.79,1.18,747964,5.31,1.3,208961,24.93,5.72,282980,-8.67,-2.24,183538,870912,687374,-10.65,-2.78,1309992,3.22,0.79,1218132,1.65,0.41,731735,3.28,0.81,200804,21.66,5.02,284952,-14.21,-3.76,92279,937987,-1.73,-0.43,845707,-5.04,-1.28,16305.25,4610.71,1918.6,2983.37,602.11,1096.86,31.6,2.08,33.43,1600000.00 ,104.93,0.08,2604,12,100.16,10687,736.21,214.08,3.87,7871
42401,99.37,59508,59977,6.1,154369,5.58,404169,4.73,17082,3.18,1.63,2.76,1423444,7.65,1.86,1239906,4.79,1.18,747964,5.31,1.3,208961,24.93,5.72,282980,-8.67,-2.24,183538,870912,687374,-10.65,-2.78,1309992,3.22,0.79,1218132,1.65,0.41,731735,3.28,0.81,200804,21.66,5.02,284952,-14.21,-3.76,92279,937987,-1.73,-0.43,845707,-5.04,-1.28,16299.9,4463.21,1904.42,2803.19,597.23,1203.17,30.55,1.78,33.24,906000.00 ,93.6,0.05,2087,11.4,98.25,10688,734.61,233.7,3.87,8247
42430,99.65,43880,60474,7.73,153823,6.14,404123,4.7,16418,8.7,1.5,2.76,1423444,7.65,1.86,1239906,4.79,1.18,747964,5.31,1.3,208961,24.93,5.72,282980,-8.67,-2.24,183538,870912,687374,-10.65,-2.78,1309992,3.22,0.79,1218132,1.65,0.41,731735,3.28,0.81,200804,21.66,5.02,284952,-14.21,-3.76,92279,937987,-1.73,-0.43,845707,-5.04,-1.28,17302.14,4754.48,2021.95,2908.61,659.65,1243.66,37.96,1.89,32.59,1950000.00 ,75.87,-0.26,873,9.83,79.19,10675,590.77,177.48,3.95,8688
42461,99.85,43560,60644,8.37,154663,6.22,406068,4.58,16320,3.08,1.5,2.71,1432128,2.46,0.61,1254496,4.79,1.18,750916,1.59,0.39,203854,-9.42,-2.44,299725,25.86,5.92,177632,889465,711833,15.01,3.56,1315900,1.82,0.45,1231294,4.39,1.08,734286,1.4,0.35,194308,-12.33,-3.23,302699,27.34,6.23,82468,950511,5.45,1.34,868043,10.99,2.64,17844.37,4892.17,2075.54,3005.07,671.48,1242.54,41.12,1.8,32.35,1330000.00 ,99.93,0.07,2202,11.69,104.4,10680,749.21,232.13,3.89,8568
42491,100.01,45828,60242,7.91,153644,5.72,403939,3.88,16133,4.13,1.5,2.69,1432128,2.46,0.61,1254496,4.79,1.18,750916,1.59,0.39,203854,-9.42,-2.44,299725,25.86,5.92,177632,889465,711833,15.01,3.56,1315900,1.82,0.45,1231294,4.39,1.08,734286,1.4,0.35,194308,-12.33,-3.23,302699,27.34,6.23,82468,950511,5.45,1.34,868043,10.99,2.64,17692.32,4788.24,2065.55,2859.86,655.33,1257.43,47.04,1.8,32.56,1390000.00 ,90.18,0.01,1253,12.03,97.19,10683,720.25,212.96,3.86,8235
42522,100,44998,61144,7.86,154085,5.91,405531,4.65,16151,4.6,1.5,2.69,1432128,2.46,0.61,1254496,4.79,1.18,750916,1.59,0.39,203854,-9.42,-2.44,299725,25.86,5.92,177632,889465,711833,15.01,3.56,1315900,1.82,0.45,1231294,4.39,1.08,734286,1.4,0.35,194308,-12.33,-3.23,302699,27.34,6.23,82468,950511,5.45,1.34,868043,10.99,2.64,17754.87,4856.23,2083.89,2899.19,694.92,1276.75,48.85,1.64,32.32,1390000.00 ,91.63,0.07,1747,13.03,101.78,10688,763.61,248.36,3.84,8595
42552,100.08,46919,60488,6.46,155741,6.32,407836,4.71,16218,4.01,1.38,2.68,1418378,-3.79,-0.96,1258068,1.14,0.28,750735,-0.1,-0.02,204418,1.11,0.28,302914,4.32,1.06,160310,890090,729780,10.47,2.52,1328695,3.95,0.97,1238476,2.35,0.58,734662,0.2,0.05,195860,3.23,0.8,308072,7.29,1.78,87221,974395,10.44,2.51,887174,9.11,2.2,18341.18,5023.99,2148.9,3016.88,726.62,1338.26,45.17,1.5,32.11,1570000.00 ,96.45,0.08,1961,12.94,101.96,10694,743.41,240.41,3.92,8900
42583,99.98,45713,61768,6.15,158611,6.49,408768,4.24,16188,5.97,1.38,2.64,1418378,-3.79,-0.96,1258068,1.14,0.28,750735,-0.1,-0.02,204418,1.11,0.28,302914,4.32,1.06,160310,890090,729780,10.47,2.52,1328695,3.95,0.97,1238476,2.35,0.58,734662,0.2,0.05,195860,3.23,0.8,308072,7.29,1.78,87221,974395,10.44,2.51,887174,9.11,2.2,18495.19,5217.04,2177.48,3050.02,784.51,1337.96,44.8,1.56,31.56,1710000.00 ,94.54,0.48,2164,13.43,101.2,10716,776,257.41,4.02,9094
42614,100.15,45205,60946,5.14,157644,5.91,407685,3.98,16292,3.95,1.38,2.64,1418378,-3.79,-0.96,1258068,1.14,0.28,750735,-0.1,-0.02,204418,1.11,0.28,302914,4.32,1.06,160310,890090,729780,10.47,2.52,1328695,3.95,0.97,1238476,2.35,0.58,734662,0.2,0.05,195860,3.23,0.8,308072,7.29,1.78,87221,974395,10.44,2.51,887174,9.11,2.2,18267.4,5254.15,2157.69,3036.47,802.02,1325.42,45.17,1.63,31.46,1350000.00 ,101.99,0.1,1961,13.62,105.38,10732,780.01,263.98,4.08,9131
42644,100.58,43069,61799,6.76,158862,6.53,408709,3.83,16358,4.46,1.38,2.63,1443412,7.25,1.76,1269891,3.81,0.94,760889,5.52,1.35,204721,0.59,0.15,304281,1.82,0.45,173521,939919,766398,21.63,5.02,1337290,2.61,0.65,1248810,3.38,0.83,741629,3.85,0.95,195666,-0.4,-0.1,311699,4.79,1.18,80483,1017391,18.85,4.41,936908,24.38,5.61,18184.55,5255.99,2143.02,3085.99,821.58,1263.67,49.94,1.76,31.57,1270000.00 ,115.04,-0.06,2146,12.67,98.41,10719,712.91,257,3.99,9274
42675,100.65,43876,61853,5.37,158351,5.96,409443,3.77,16391,4.19,1.38,2.63,1443412,7.25,1.76,1269891,3.81,0.94,760889,5.52,1.35,204721,0.59,0.15,304281,1.82,0.45,173521,939919,766398,21.63,5.02,1337290,2.61,0.65,1248810,3.38,0.83,741629,3.85,0.95,195666,-0.4,-0.1,311699,4.79,1.18,80483,1017391,18.85,4.41,936908,24.38,5.61,18697.33,5260.57,2164.99,3195.52,849.26,1233.1,45.87,2.14,31.76,1610000.00 ,114.01,0.1,1433,13.16,101.75,10735,840.86,292.94,3.95,9098
42705,100.61,47728,63420,4.65,161777,5.79,413018,3.55,16804,5.15,1.38,2.63,1443412,7.25,1.76,1269891,3.81,0.94,760889,5.52,1.35,204721,0.59,0.15,304281,1.82,0.45,173521,939919,766398,21.63,5.02,1337290,2.61,0.65,1248810,3.38,0.83,741629,3.85,0.95,195666,-0.4,-0.1,311699,4.79,1.18,80483,1017391,18.85,4.41,936908,24.38,5.61,19712.42,5413.12,2246.63,3155.84,898.11,1149.95,52.21,2.49,32.02,1320000.00 ,116.49,0.18,1509,12.47,104.94,10750,801.18,269.08,3.87,9245
42736,100.29,93144,62834,3.47,163240,6.12,416641,3.54,19929,8.84,1.38,2.63,1438498,-1.35,-0.34,1266014,-1.22,-0.31,761950,0.56,0.14,199407,-9.99,-2.6,304657,0.5,0.12,172484,934811,762326,-2.11,-0.53,1343734,1.94,0.48,1240708,-2.57,-0.65,744616,1.62,0.4,187477,-15.72,-4.19,308949,-3.48,-0.88,99691,1010009,-2.87,-0.73,910317,-10.88,-2.84,19908.15,5561.42,2275.12,3136.32,927.71,1192.22,52.66,2.43,31.69,1070000.00 ,109.04,0.12,2035,12.44,105.54,10758,820.74,276.38,3.79,9352
42767,100.82,45720,61357,2.3,161590,4.68,418120,3.45,17852,4.37,1.38,2.63,1438498,-1.35,-0.34,1266014,-1.22,-0.31,761950,0.56,0.14,199407,-9.99,-2.6,304657,0.5,0.12,172484,934811,762326,-2.11,-0.53,1343734,1.94,0.48,1240708,-2.57,-0.65,744616,1.62,0.4,187477,-15.72,-4.19,308949,-3.48,-0.88,99691,1010009,-2.87,-0.73,910317,-10.88,-2.84,20424.14,5764.7,2329.91,3211.46,970.88,1234.85,53.5,2.42,30.88,1740000.00 ,94.03,0.06,2142,11.52,97.23,10764,757.13,249.02,3.78,9674
42795,100.65,44144,61901,2.36,160598,4.4,418651,3.59,17522,1.75,1.38,2.63,1438498,-1.35,-0.34,1266014,-1.22,-0.31,761950,0.56,0.14,199407,-9.99,-2.6,304657,0.5,0.12,172484,934811,762326,-2.11,-0.53,1343734,1.94,0.48,1240708,-2.57,-0.65,744616,1.62,0.4,187477,-15.72,-4.19,308949,-3.48,-0.88,99691,1010009,-2.87,-0.73,910317,-10.88,-2.84,20823.06,5864.96,2366.82,3240.69,995.2,1230.38,49.67,2.48,30.63,2000000.00 ,87.05,-0.09,1205,10.73,89.06,10751,702.8,224.83,3.85,9796
42826,100.69,44359,61758,1.84,160368,3.69,420245,3.49,17394,6.92,1.38,2.63,1436934,-0.43,-0.11,1266706,0.22,0.05,763910,1.03,0.26,204742,11.14,2.68,298053,-8.39,-2.17,170228,912846,742618,-9.95,-2.59,1352804,2.73,0.68,1254347,4.47,1.1,750044,2.95,0.73,197216,22.45,5.19,307068,-2.41,-0.61,94709,1010025,0.01,0,915316,2.21,0.55,20684.69,5912.17,2359.31,3213.27,993.72,1269.7,51.12,2.29,30.38,1480000.00 ,106.38,0.21,1899,12.23,107.95,10756,792.48,259.98,3.78,9801
42856,100.76,48848,61617,2.28,160568,4.51,419346,3.81,17335,5.97,1.38,2.63,1436934,-0.43,-0.11,1266706,0.22,0.05,763910,1.03,0.26,204742,11.14,2.68,298053,-8.39,-2.17,170228,912846,742618,-9.95,-2.59,1352804,2.73,0.68,1254347,4.47,1.1,750044,2.95,0.73,197216,22.45,5.19,307068,-2.41,-0.61,94709,1010025,0.01,0,915316,2.21,0.55,20936.81,6124.88,2395.35,3094.58,1047.21,1245.74,48.66,2.3,30.14,1690000.00 ,92.5,0.11,1813,12.2,95.37,10769,738.98,242.43,3.67,9994
42887,100.84,44746,62965,2.98,161592,4.87,420009,3.57,17308,5.97,1.38,2.63,1436934,-0.43,-0.11,1266706,0.22,0.05,763910,1.03,0.26,204742,11.14,2.68,298053,-8.39,-2.17,170228,912846,742618,-9.95,-2.59,1352804,2.73,0.68,1254347,4.47,1.1,750044,2.95,0.73,197216,22.45,5.19,307068,-2.41,-0.61,94709,1010025,0.01,0,915316,2.21,0.55,21317.8,6224.29,2433.99,3145.78,1083.87,1260.06,45.2,2.19,30.27,2120000.00 ,96.03,0.12,1580,13.06,101.97,10776,769.31,258.9,3.66,10259
42917,101,48333,62998,4.15,163256,4.83,421147,3.26,17359,5.1,1.38,2.63,1455245,5.2,1.27,1261166,-1.74,-0.44,772387,4.51,1.11,208673,7.9,1.92,280105,-22,-6.02,194078,963015,768936,14.95,3.54,1366130,4,0.99,1233871,-6.37,-1.63,755973,3.2,0.79,198234,2.08,0.52,278695,-32.15,-9.24,129518,1073084,27.41,6.24,943565,12.93,3.09,21581.25,6294.67,2454.1,3222.19,1086.03,1235.56,46.7,2.31,30.41,1970000.00 ,105.54,0.19,1813,13.2,105.53,10783,777.74,237.33,3.74,10426
42948,101.04,46368,63903,3.46,166075,4.71,424076,3.74,17400,5.25,1.38,2.63,1455245,5.2,1.27,1261166,-1.74,-0.44,772387,4.51,1.11,208673,7.9,1.92,280105,-22,-6.02,194078,963015,768936,14.95,3.54,1366130,4,0.99,1233871,-6.37,-1.63,755973,3.2,0.79,198234,2.08,0.52,278695,-32.15,-9.24,129518,1073084,27.41,6.24,943565,12.93,3.09,21914.08,6311.4,2456.22,3287.49,1085.06,1283.8,48.06,2.21,30.25,2510000.00 ,101.09,0.62,2370,13.73,102.42,10804,823.94,263.26,3.84,10436
42979,101.18,45814,62855,3.13,164810,4.55,422274,3.58,17509,8.27,1.38,2.63,1455245,5.2,1.27,1261166,-1.74,-0.44,772387,4.51,1.11,208673,7.9,1.92,280105,-22,-6.02,194078,963015,768936,14.95,3.54,1366130,4,0.99,1233871,-6.37,-1.63,755973,3.2,0.79,198234,2.08,0.52,278695,-32.15,-9.24,129518,1073084,27.41,6.24,943565,12.93,3.09,22173.41,6428.08,2492.84,3363.2,1133.45,1316.28,49.65,2.2,30.13,2570000.00 ,105.69,0.14,2189,13.98,109.34,10820,840.25,264.77,3.89,10501
