Date,Open,High,Low,Close,Adj Close,Volume
2018-07-17,2789.340088,2814.189941,2789.23999,2809.550049,2809.550049,3050730000
2018-07-18,2811.350098,2816.76001,2805.889893,2815.6201170000004,2815.6201170000004,3089780000
2018-07-19,2809.3701170000004,2812.050049,2799.77002,2804.48999,2804.48999,3266700000
